Station,Line Name,Date,Daily Entries,Daily Exits
104 ST,JZ,01/07/2020,2611,1224
104 ST,JZ,01/08/2020,2504,1258
104 ST,JZ,01/09/2020,2517,1225
104 ST,JZ,01/10/2020,2606,1230
104 ST,JZ,01/11/2020,5,26
104 ST,JZ,01/12/2020,2,20
104 ST,JZ,01/13/2020,2532,1253
104 ST,JZ,01/14/2020,2591,1211
104 ST,JZ,01/15/2020,2613,1244
104 ST,JZ,01/16/2020,2604,1239
104 ST,JZ,01/17/2020,2472,1147
104 ST,JZ,01/18/2020,1123,602
104 ST,JZ,01/19/2020,928,508
104 ST,JZ,01/20/2020,1596,753
104 ST,JZ,01/21/2020,2461,1164
104 ST,JZ,01/22/2020,2444,1181
104 ST,JZ,01/23/2020,2464,1163
104 ST,JZ,01/24/2020,2475,1115
104 ST,JZ,01/25/2020,1158,589
104 ST,JZ,01/26/2020,980,490
104 ST,JZ,01/27/2020,2438,1250
104 ST,JZ,01/28/2020,2640,1232
104 ST,JZ,01/29/2020,2694,1370
104 ST,JZ,01/30/2020,2603,1254
104 ST,JZ,01/31/2020,2655,1197
104 ST,JZ,02/01/2020,1317,612
104 ST,JZ,02/02/2020,970,511
104 ST,JZ,02/03/2020,2493,1185
104 ST,JZ,02/04/2020,2704,1339
104 ST,JZ,02/05/2020,2642,1316
104 ST,JZ,02/06/2020,2593,1327
104 ST,JZ,02/07/2020,2566,1226
104 ST,JZ,02/08/2020,1395,690
104 ST,JZ,02/09/2020,1010,480
104 ST,JZ,02/10/2020,2560,1217
104 ST,JZ,02/11/2020,2642,1273
104 ST,JZ,02/12/2020,2587,1201
104 ST,JZ,02/13/2020,2630,1241
104 ST,JZ,02/14/2020,2504,1194
104 ST,JZ,02/15/2020,1265,595
104 ST,JZ,02/16/2020,955,475
104 ST,JZ,02/17/2020,1652,796
104 ST,JZ,02/18/2020,2289,1155
104 ST,JZ,02/19/2020,2392,1139
104 ST,JZ,02/20/2020,2293,1094
104 ST,JZ,02/21/2020,2237,1037
104 ST,JZ,02/22/2020,1332,644
104 ST,JZ,02/23/2020,983,506
104 ST,JZ,02/24/2020,2581,1296
104 ST,JZ,02/25/2020,2610,1294
104 ST,JZ,02/26/2020,2600,1323
104 ST,JZ,02/27/2020,2706,1302
104 ST,JZ,02/28/2020,2535,1271
104 ST,JZ,02/29/2020,1307,626
104 ST,JZ,03/01/2020,949,515
104 ST,JZ,03/02/2020,2642,1239
104 ST,JZ,03/03/2020,2673,1283
104 ST,JZ,03/04/2020,2615,1266
104 ST,JZ,03/05/2020,2579,1293
104 ST,JZ,03/06/2020,2601,1270
104 ST,JZ,03/07/2020,1353,589
104 ST,JZ,03/08/2020,825,386
104 ST,JZ,03/09/2020,2405,1043
104 ST,JZ,03/10/2020,2485,1049
104 ST,JZ,03/11/2020,2463,1127
104 ST,JZ,03/12/2020,2319,1043
104 ST,JZ,03/13/2020,2134,945
104 ST,JZ,03/14/2020,1080,472
104 ST,JZ,03/15/2020,704,346
104 ST,JZ,03/16/2020,1512,708
104 ST,JZ,03/17/2020,1322,627
104 ST,JZ,03/18/2020,1245,555
104 ST,JZ,03/19/2020,1094,513
104 ST,JZ,03/20/2020,1069,442
104 ST,JZ,03/21/2020,489,240
104 ST,JZ,03/22/2020,313,176
104 ST,JZ,03/23/2020,545,258
104 ST,JZ,03/24/2020,531,276
104 ST,JZ,03/25/2020,502,246
104 ST,JZ,03/26/2020,495,252
104 ST,JZ,03/27/2020,442,208
104 ST,JZ,03/28/2020,223,125
104 ST,JZ,03/29/2020,185,127
104 ST,JZ,03/30/2020,345,200
104 ST,JZ,03/31/2020,318,190
104 ST,JZ,04/01/2020,323,183
104 ST,JZ,04/02/2020,289,168
104 ST,JZ,04/03/2020,317,167
104 ST,JZ,04/04/2020,181,117
104 ST,JZ,04/05/2020,135,86
104 ST,JZ,04/06/2020,272,173
104 ST,JZ,04/07/2020,256,141
104 ST,JZ,04/08/2020,260,149
104 ST,JZ,04/09/2020,255,121
104 ST,JZ,04/10/2020,238,124
104 ST,JZ,04/11/2020,175,88
104 ST,JZ,04/12/2020,121,70
104 ST,JZ,04/13/2020,265,141
104 ST,JZ,04/14/2020,285,132
104 ST,JZ,04/15/2020,266,150
104 ST,JZ,04/16/2020,276,143
104 ST,JZ,04/17/2020,331,153
104 ST,JZ,12/28/2019,1310,641
104 ST,JZ,12/29/2019,1007,556
104 ST,JZ,12/30/2019,2008,901
104 ST,JZ,12/31/2019,1891,814
110 ST,6,01/01/2020,3938,4195
110 ST,6,01/02/2020,9540,8436
110 ST,6,01/03/2020,9631,8511
110 ST,6,01/04/2020,5801,5483
110 ST,6,01/05/2020,4419,4624
110 ST,6,01/06/2020,10156,9017
110 ST,6,01/07/2020,10469,9319
110 ST,6,01/08/2020,10575,9305
110 ST,6,01/09/2020,10533,9081
110 ST,6,01/10/2020,10894,9271
110 ST,6,01/11/2020,6216,6169
110 ST,6,01/12/2020,4534,4806
110 ST,6,01/13/2020,11020,9674
110 ST,6,01/14/2020,10439,9116
110 ST,6,01/15/2020,10799,9466
110 ST,6,01/16/2020,10693,9457
110 ST,6,01/17/2020,10689,9218
110 ST,6,01/18/2020,4978,4680
110 ST,6,01/19/2020,4375,4201
110 ST,6,01/20/2020,6157,6029
110 ST,6,01/21/2020,10106,9119
110 ST,6,01/22/2020,10456,9044
110 ST,6,01/23/2020,10462,8752
110 ST,6,01/24/2020,10658,9270
110 ST,6,01/25/2020,5164,4703
110 ST,6,01/26/2020,4342,3948
110 ST,6,01/27/2020,9872,8962
110 ST,6,01/28/2020,10630,9407
110 ST,6,01/29/2020,10780,9740
110 ST,6,01/30/2020,10703,8957
110 ST,6,01/31/2020,10864,9412
110 ST,6,02/01/2020,5876,5365
110 ST,6,02/02/2020,4446,4417
110 ST,6,02/03/2020,10086,9260
110 ST,6,02/04/2020,10852,9687
110 ST,6,02/05/2020,10932,9421
110 ST,6,02/06/2020,10752,9405
110 ST,6,02/07/2020,10877,9403
110 ST,6,02/08/2020,6177,5807
110 ST,6,02/09/2020,4319,4381
110 ST,6,02/10/2020,10186,9054
110 ST,6,02/11/2020,10656,9353
110 ST,6,02/12/2020,10736,9354
110 ST,6,02/13/2020,10839,9400
110 ST,6,02/14/2020,10896,9251
110 ST,6,02/15/2020,5521,5181
110 ST,6,02/16/2020,4390,4174
110 ST,6,02/17/2020,5991,5514
110 ST,6,02/18/2020,8890,8144
110 ST,6,02/19/2020,9221,8422
110 ST,6,02/20/2020,9428,8223
110 ST,6,02/21/2020,9304,8514
110 ST,6,02/22/2020,5952,5659
110 ST,6,02/23/2020,4314,4333
110 ST,6,02/24/2020,10165,8878
110 ST,6,02/25/2020,10530,9345
110 ST,6,02/26/2020,10863,9411
110 ST,6,02/27/2020,10756,9405
110 ST,6,02/28/2020,10968,9602
110 ST,6,02/29/2020,6095,5520
110 ST,6,03/01/2020,4345,4530
110 ST,6,03/02/2020,10115,9026
110 ST,6,03/03/2020,10665,9304
110 ST,6,03/04/2020,10649,9474
110 ST,6,03/05/2020,10602,9306
110 ST,6,03/06/2020,10414,9353
110 ST,6,03/07/2020,5827,5517
110 ST,6,03/08/2020,3643,3309
110 ST,6,03/09/2020,9274,7938
110 ST,6,03/10/2020,9516,8113
110 ST,6,03/11/2020,9454,7944
110 ST,6,03/12/2020,8747,7737
110 ST,6,03/13/2020,7781,7432
110 ST,6,03/14/2020,3959,4173
110 ST,6,03/15/2020,2838,3145
110 ST,6,03/16/2020,4839,4958
110 ST,6,03/17/2020,4386,4729
110 ST,6,03/18/2020,4142,4289
110 ST,6,03/19/2020,3745,4003
110 ST,6,03/20/2020,3348,3753
110 ST,6,03/21/2020,1792,2131
110 ST,6,03/22/2020,1203,1591
110 ST,6,03/23/2020,1923,2374
110 ST,6,03/24/2020,2046,2524
110 ST,6,03/25/2020,1232,2194
110 ST,6,03/26/2020,1843,2245
110 ST,6,03/27/2020,1979,2640
110 ST,6,03/28/2020,1079,1740
110 ST,6,03/29/2020,865,1406
110 ST,6,03/30/2020,1662,2053
110 ST,6,03/31/2020,1692,2174
110 ST,6,04/01/2020,1590,2173
110 ST,6,04/02/2020,1588,2010
110 ST,6,04/03/2020,1545,1967
110 ST,6,04/04/2020,932,1369
110 ST,6,04/05/2020,741,1100
110 ST,6,04/06/2020,1389,1884
110 ST,6,04/07/2020,1319,1748
110 ST,6,04/08/2020,1297,1832
110 ST,6,04/09/2020,1193,1663
110 ST,6,04/10/2020,1282,1762
110 ST,6,04/11/2020,812,1282
110 ST,6,04/12/2020,594,1018
110 ST,6,04/13/2020,1058,1629
110 ST,6,04/14/2020,1214,1825
110 ST,6,04/15/2020,1210,1774
110 ST,6,04/16/2020,1212,1723
110 ST,6,04/17/2020,1299,1825
110 ST,6,12/28/2019,6001,5863
110 ST,6,12/29/2019,5016,4776
110 ST,6,12/30/2019,7904,7346
110 ST,6,12/31/2019,7989,7437
111 ST,7,01/01/2020,4623,3358
111 ST,7,01/02/2020,10590,6040
111 ST,7,01/03/2020,10940,6010
111 ST,7,01/04/2020,7380,4393
111 ST,7,01/05/2020,5735,3810
111 ST,7,01/06/2020,10964,6694
111 ST,7,01/07/2020,10993,6294
111 ST,7,01/08/2020,11124,6361
111 ST,7,01/09/2020,10955,6375
111 ST,7,01/10/2020,11322,6239
111 ST,7,01/11/2020,7899,4717
111 ST,7,01/12/2020,5887,3739
111 ST,7,01/13/2020,10953,6354
111 ST,7,01/14/2020,10975,6521
111 ST,7,01/15/2020,11187,6544
111 ST,7,01/16/2020,11148,6536
111 ST,7,01/17/2020,11045,6257
111 ST,7,01/18/2020,7075,4689
111 ST,7,01/19/2020,5901,4155
111 ST,7,01/20/2020,8707,5264
111 ST,7,01/21/2020,10632,6317
111 ST,7,01/22/2020,10845,6421
111 ST,7,01/23/2020,10857,6385
111 ST,7,01/24/2020,10916,6291
111 ST,7,01/25/2020,7114,4585
111 ST,7,01/26/2020,5622,3867
111 ST,7,01/27/2020,10641,6480
111 ST,7,01/28/2020,11163,6930
111 ST,7,01/29/2020,11157,6778
111 ST,7,01/30/2020,11054,6884
111 ST,7,01/31/2020,11182,6452
111 ST,7,02/01/2020,26707,4363
111 ST,7,02/02/2020,19558,3202
111 ST,7,02/03/2020,10955,6541
111 ST,7,02/04/2020,11355,6576
111 ST,7,02/05/2020,11365,6563
111 ST,7,02/06/2020,11133,6391
111 ST,7,02/07/2020,11414,6206
111 ST,7,02/08/2020,27713,2715
111 ST,7,02/09/2020,19454,1452
111 ST,7,02/10/2020,11077,6573
111 ST,7,02/11/2020,11165,6631
111 ST,7,02/12/2020,11641,6896
111 ST,7,02/13/2020,11466,6532
111 ST,7,02/14/2020,11615,6309
111 ST,7,02/15/2020,26148,862
111 ST,7,02/16/2020,20844,980
111 ST,7,02/17/2020,33587,3667
111 ST,7,02/18/2020,10734,6263
111 ST,7,02/19/2020,10800,6415
111 ST,7,02/20/2020,10590,6658
111 ST,7,02/21/2020,10658,6191
111 ST,7,02/22/2020,27824,4558
111 ST,7,02/23/2020,20495,3154
111 ST,7,02/24/2020,11179,6728
111 ST,7,02/25/2020,11146,6446
111 ST,7,02/26/2020,11148,6537
111 ST,7,02/27/2020,11295,6834
111 ST,7,02/28/2020,11385,6448
111 ST,7,02/29/2020,26616,3311
111 ST,7,03/01/2020,19470,2477
111 ST,7,03/02/2020,11313,6672
111 ST,7,03/03/2020,11333,6807
111 ST,7,03/04/2020,11421,6549
111 ST,7,03/05/2020,11344,6658
111 ST,7,03/06/2020,11244,6480
111 ST,7,03/07/2020,25629,3804
111 ST,7,03/08/2020,16676,1786
111 ST,7,03/09/2020,10721,5750
111 ST,7,03/10/2020,10778,5875
111 ST,7,03/11/2020,9434,3892
111 ST,7,03/12/2020,10224,5265
111 ST,7,03/13/2020,9703,5125
111 ST,7,03/14/2020,6076,4040
111 ST,7,03/15/2020,4025,2721
111 ST,7,03/16/2020,7310,4175
111 ST,7,03/17/2020,6066,3525
111 ST,7,03/18/2020,5667,3265
111 ST,7,03/19/2020,5117,3096
111 ST,7,03/20/2020,5052,2856
111 ST,7,03/21/2020,2787,1923
111 ST,7,03/22/2020,1593,1180
111 ST,7,03/23/2020,2225,1614
111 ST,7,03/24/2020,2382,1732
111 ST,7,03/25/2020,2210,1601
111 ST,7,03/26/2020,2218,1499
111 ST,7,03/27/2020,2156,1317
111 ST,7,03/28/2020,1226,856
111 ST,7,03/29/2020,916,659
111 ST,7,03/30/2020,1673,1104
111 ST,7,03/31/2020,1415,1037
111 ST,7,04/01/2020,1364,977
111 ST,7,04/02/2020,1287,886
111 ST,7,04/03/2020,1329,923
111 ST,7,04/04/2020,945,658
111 ST,7,04/05/2020,739,534
111 ST,7,04/06/2020,1330,980
111 ST,7,04/07/2020,1251,863
111 ST,7,04/08/2020,1195,768
111 ST,7,04/09/2020,1111,826
111 ST,7,04/10/2020,1124,827
111 ST,7,04/11/2020,845,577
111 ST,7,04/12/2020,643,572
111 ST,7,04/13/2020,1050,752
111 ST,7,04/14/2020,1297,841
111 ST,7,04/15/2020,1244,887
111 ST,7,04/16/2020,1266,846
111 ST,7,04/17/2020,1374,853
111 ST,7,12/28/2019,8274,4944
111 ST,7,12/29/2019,6374,4187
111 ST,7,12/30/2019,9884,5657
111 ST,7,12/31/2019,9321,5197
111 ST,A,01/01/2020,572,234
111 ST,A,01/02/2020,2285,640
111 ST,A,01/03/2020,2230,620
111 ST,A,01/04/2020,940,316
111 ST,A,01/05/2020,703,291
111 ST,A,01/06/2020,2505,770
111 ST,A,01/07/2020,2576,761
111 ST,A,01/08/2020,2546,803
111 ST,A,01/09/2020,2528,698
111 ST,A,01/10/2020,2469,686
111 ST,A,01/11/2020,1050,343
111 ST,A,01/12/2020,671,251
111 ST,A,01/13/2020,2480,772
111 ST,A,01/14/2020,2529,778
111 ST,A,01/15/2020,2605,777
111 ST,A,01/16/2020,2550,762
111 ST,A,01/17/2020,2410,724
111 ST,A,01/18/2020,855,360
111 ST,A,01/19/2020,657,211
111 ST,A,01/20/2020,1330,431
111 ST,A,01/21/2020,1273,830
111 ST,A,01/22/2020,2416,694
111 ST,A,01/23/2020,2419,703
111 ST,A,01/24/2020,2362,683
111 ST,A,01/25/2020,0,0
111 ST,A,01/26/2020,0,8
111 ST,A,01/27/2020,2492,750
111 ST,A,01/28/2020,2650,794
111 ST,A,01/29/2020,2670,806
111 ST,A,01/30/2020,2669,759
111 ST,A,01/31/2020,2534,736
111 ST,A,02/01/2020,880,275
111 ST,A,02/02/2020,638,228
111 ST,A,02/03/2020,2578,790
111 ST,A,02/04/2020,2658,751
111 ST,A,02/05/2020,2685,814
111 ST,A,02/06/2020,2679,775
111 ST,A,02/07/2020,2512,787
111 ST,A,02/08/2020,1,7
111 ST,A,02/09/2020,11,2
111 ST,A,02/10/2020,2518,737
111 ST,A,02/11/2020,2640,770
111 ST,A,02/12/2020,2573,789
111 ST,A,02/13/2020,2641,779
111 ST,A,02/14/2020,2489,775
111 ST,A,02/15/2020,857,321
111 ST,A,02/16/2020,654,217
111 ST,A,02/17/2020,1314,448
111 ST,A,02/18/2020,2492,774
111 ST,A,02/19/2020,2516,746
111 ST,A,02/20/2020,2421,682
111 ST,A,02/21/2020,2235,738
111 ST,A,02/22/2020,953,386
111 ST,A,02/23/2020,672,248
111 ST,A,02/24/2020,2606,758
111 ST,A,02/25/2020,2639,810
111 ST,A,02/26/2020,2726,814
111 ST,A,02/27/2020,2627,753
111 ST,A,02/28/2020,2501,795
111 ST,A,02/29/2020,917,396
111 ST,A,03/01/2020,610,235
111 ST,A,03/02/2020,2632,827
111 ST,A,03/03/2020,2646,813
111 ST,A,03/04/2020,2711,821
111 ST,A,03/05/2020,2601,773
111 ST,A,03/06/2020,2472,761
111 ST,A,03/07/2020,722,275
111 ST,A,03/08/2020,459,186
111 ST,A,03/09/2020,2468,827
111 ST,A,03/10/2020,2470,767
111 ST,A,03/11/2020,2472,784
111 ST,A,03/12/2020,2240,782
111 ST,A,03/13/2020,1959,655
111 ST,A,03/14/2020,693,254
111 ST,A,03/15/2020,457,186
111 ST,A,03/16/2020,1498,526
111 ST,A,03/17/2020,1238,428
111 ST,A,03/18/2020,1187,405
111 ST,A,03/19/2020,1103,381
111 ST,A,03/20/2020,1013,305
111 ST,A,03/21/2020,374,180
111 ST,A,03/22/2020,222,114
111 ST,A,03/23/2020,571,211
111 ST,A,03/24/2020,559,213
111 ST,A,03/25/2020,529,174
111 ST,A,03/26/2020,529,184
111 ST,A,03/27/2020,498,152
111 ST,A,03/28/2020,213,85
111 ST,A,03/29/2020,155,78
111 ST,A,03/30/2020,375,145
111 ST,A,03/31/2020,310,131
111 ST,A,04/01/2020,330,112
111 ST,A,04/02/2020,340,128
111 ST,A,04/03/2020,311,137
111 ST,A,04/04/2020,160,86
111 ST,A,04/05/2020,128,73
111 ST,A,04/06/2020,275,100
111 ST,A,04/07/2020,273,97
111 ST,A,04/08/2020,256,108
111 ST,A,04/09/2020,264,114
111 ST,A,04/10/2020,258,99
111 ST,A,04/11/2020,142,73
111 ST,A,04/12/2020,117,62
111 ST,A,04/13/2020,237,104
111 ST,A,04/14/2020,289,105
111 ST,A,04/15/2020,259,120
111 ST,A,04/16/2020,277,109
111 ST,A,04/17/2020,272,103
111 ST,A,12/28/2019,991,345
111 ST,A,12/29/2019,691,277
111 ST,A,12/30/2019,1882,624
111 ST,A,12/31/2019,1782,552
111 ST,J,01/01/2020,633,432
111 ST,J,01/02/2020,1955,1128
111 ST,J,01/03/2020,2019,1121
111 ST,J,01/04/2020,1057,512
111 ST,J,01/05/2020,740,502
111 ST,J,01/06/2020,2102,1224
111 ST,J,01/07/2020,2135,1202
111 ST,J,01/08/2020,2137,1237
111 ST,J,01/09/2020,2119,1206
111 ST,J,01/10/2020,2136,1151
111 ST,J,01/11/2020,1,14
111 ST,J,01/12/2020,8,18
111 ST,J,01/13/2020,2071,1184
111 ST,J,01/14/2020,2090,1230
111 ST,J,01/15/2020,2132,1257
111 ST,J,01/16/2020,2075,1253
111 ST,J,01/17/2020,2046,1185
111 ST,J,01/18/2020,957,490
111 ST,J,01/19/2020,858,499
111 ST,J,01/20/2020,1362,781
111 ST,J,01/21/2020,2210,1120
111 ST,J,01/22/2020,1990,1098
111 ST,J,01/23/2020,1999,1028
111 ST,J,01/24/2020,1916,1010
111 ST,J,01/25/2020,971,526
111 ST,J,01/26/2020,888,449
111 ST,J,01/27/2020,2067,1193
111 ST,J,01/28/2020,2239,1279
111 ST,J,01/29/2020,2270,1312
111 ST,J,01/30/2020,2208,1235
111 ST,J,01/31/2020,2192,1267
111 ST,J,02/01/2020,1147,589
111 ST,J,02/02/2020,824,478
111 ST,J,02/03/2020,2242,1217
111 ST,J,02/04/2020,2273,1222
111 ST,J,02/05/2020,2282,1290
111 ST,J,02/06/2020,2217,1242
111 ST,J,02/07/2020,2223,1233
111 ST,J,02/08/2020,1210,634
111 ST,J,02/09/2020,837,484
111 ST,J,02/10/2020,2192,1305
111 ST,J,02/11/2020,2169,1300
111 ST,J,02/12/2020,2288,1288
111 ST,J,02/13/2020,2234,1278
111 ST,J,02/14/2020,2023,1182
111 ST,J,02/15/2020,1053,579
111 ST,J,02/16/2020,895,499
111 ST,J,02/17/2020,1470,799
111 ST,J,02/18/2020,1848,1081
111 ST,J,02/19/2020,1935,1081
111 ST,J,02/20/2020,1834,1106
111 ST,J,02/21/2020,1823,1020
111 ST,J,02/22/2020,1166,627
111 ST,J,02/23/2020,921,541
111 ST,J,02/24/2020,2231,1267
111 ST,J,02/25/2020,2327,1342
111 ST,J,02/26/2020,2295,1360
111 ST,J,02/27/2020,2348,1294
111 ST,J,02/28/2020,2204,1239
111 ST,J,02/29/2020,1139,636
111 ST,J,03/01/2020,931,511
111 ST,J,03/02/2020,2219,1236
111 ST,J,03/03/2020,2271,1274
111 ST,J,03/04/2020,2243,1274
111 ST,J,03/05/2020,2369,1320
111 ST,J,03/06/2020,2262,1191
111 ST,J,03/07/2020,1249,612
111 ST,J,03/08/2020,827,467
111 ST,J,03/09/2020,2133,1119
111 ST,J,03/10/2020,2097,1156
111 ST,J,03/11/2020,2031,1251
111 ST,J,03/12/2020,1993,1104
111 ST,J,03/13/2020,1752,973
111 ST,J,03/14/2020,868,499
111 ST,J,03/15/2020,639,365
111 ST,J,03/16/2020,1194,703
111 ST,J,03/17/2020,1023,584
111 ST,J,03/18/2020,985,573
111 ST,J,03/19/2020,865,515
111 ST,J,03/20/2020,861,483
111 ST,J,03/21/2020,444,251
111 ST,J,03/22/2020,289,166
111 ST,J,03/23/2020,408,276
111 ST,J,03/24/2020,465,289
111 ST,J,03/25/2020,418,241
111 ST,J,03/26/2020,432,232
111 ST,J,03/27/2020,423,244
111 ST,J,03/28/2020,188,123
111 ST,J,03/29/2020,124,86
111 ST,J,03/30/2020,323,212
111 ST,J,03/31/2020,286,190
111 ST,J,04/01/2020,286,164
111 ST,J,04/02/2020,256,159
111 ST,J,04/03/2020,272,185
111 ST,J,04/04/2020,160,127
111 ST,J,04/05/2020,86,66
111 ST,J,04/06/2020,237,191
111 ST,J,04/07/2020,232,156
111 ST,J,04/08/2020,216,156
111 ST,J,04/09/2020,205,151
111 ST,J,04/10/2020,198,126
111 ST,J,04/11/2020,115,99
111 ST,J,04/12/2020,73,70
111 ST,J,04/13/2020,196,138
111 ST,J,04/14/2020,208,152
111 ST,J,04/15/2020,211,145
111 ST,J,04/16/2020,220,156
111 ST,J,04/17/2020,242,168
111 ST,J,12/28/2019,1157,604
111 ST,J,12/29/2019,901,558
111 ST,J,12/30/2019,1607,1005
111 ST,J,12/31/2019,1569,811
116 ST,23,01/01/2020,4443,2456
116 ST,23,01/02/2020,8632,4049
116 ST,23,01/03/2020,8797,4242
116 ST,23,01/04/2020,5614,2936
116 ST,23,01/05/2020,5239,2987
116 ST,23,01/06/2020,9348,4602
116 ST,23,01/07/2020,9836,4897
116 ST,23,01/08/2020,9897,4912
116 ST,23,01/09/2020,8412,4555
116 ST,23,01/10/2020,10005,4812
116 ST,23,01/11/2020,6491,3437
116 ST,23,01/12/2020,5184,3147
116 ST,23,01/13/2020,5834,3409
116 ST,23,01/14/2020,9480,4879
116 ST,23,01/15/2020,9914,4973
116 ST,23,01/16/2020,9873,4647
116 ST,23,01/17/2020,9718,4727
116 ST,23,01/18/2020,5389,2849
116 ST,23,01/19/2020,5537,2870
116 ST,23,01/20/2020,5695,2990
116 ST,23,01/21/2020,9376,4582
116 ST,23,01/22/2020,9651,4488
116 ST,23,01/23/2020,9657,4497
116 ST,23,01/24/2020,9795,4669
116 ST,23,01/25/2020,5505,3024
116 ST,23,01/26/2020,5337,2824
116 ST,23,01/27/2020,9276,4399
116 ST,23,01/28/2020,9972,4704
116 ST,23,01/29/2020,9890,4661
116 ST,23,01/30/2020,9956,4719
116 ST,23,01/31/2020,9827,4728
116 ST,23,02/01/2020,6133,3335
116 ST,23,02/02/2020,5337,2808
116 ST,23,02/03/2020,9633,4658
116 ST,23,02/04/2020,9854,4602
116 ST,23,02/05/2020,10013,4759
116 ST,23,02/06/2020,10025,4686
116 ST,23,02/07/2020,10038,4665
116 ST,23,02/08/2020,6205,3181
116 ST,23,02/09/2020,5325,2894
116 ST,23,02/10/2020,9686,4612
116 ST,23,02/11/2020,10003,4631
116 ST,23,02/12/2020,10202,4773
116 ST,23,02/13/2020,9857,4852
116 ST,23,02/14/2020,10168,4932
116 ST,23,02/15/2020,5789,2970
116 ST,23,02/16/2020,5283,2906
116 ST,23,02/17/2020,5976,2953
116 ST,23,02/18/2020,8360,3931
116 ST,23,02/19/2020,8843,3965
116 ST,23,02/20/2020,8895,4210
116 ST,23,02/21/2020,8777,4073
116 ST,23,02/22/2020,6426,3222
116 ST,23,02/23/2020,5411,2978
116 ST,23,02/24/2020,9866,4629
116 ST,23,02/25/2020,9721,4440
116 ST,23,02/26/2020,10083,4807
116 ST,23,02/27/2020,10136,4571
116 ST,23,02/28/2020,10234,4906
116 ST,23,02/29/2020,5947,2977
116 ST,23,03/01/2020,5212,2930
116 ST,23,03/02/2020,9686,4641
116 ST,23,03/03/2020,9957,4759
116 ST,23,03/04/2020,10114,4770
116 ST,23,03/05/2020,9818,4636
116 ST,23,03/06/2020,9716,4695
116 ST,23,03/07/2020,5969,3279
116 ST,23,03/08/2020,5035,2774
116 ST,23,03/09/2020,9188,4757
116 ST,23,03/10/2020,9234,4693
116 ST,23,03/11/2020,9262,4814
116 ST,23,03/12/2020,8412,4484
116 ST,23,03/13/2020,7451,3972
116 ST,23,03/14/2020,4075,2719
116 ST,23,03/15/2020,2814,2127
116 ST,23,03/16/2020,4593,2801
116 ST,23,03/17/2020,3853,2486
116 ST,23,03/18/2020,3761,2513
116 ST,23,03/19/2020,3306,2165
116 ST,23,03/20/2020,3189,2239
116 ST,23,03/21/2020,1813,1597
116 ST,23,03/22/2020,1131,1129
116 ST,23,03/23/2020,1813,1468
116 ST,23,03/24/2020,1906,1402
116 ST,23,03/25/2020,1840,1392
116 ST,23,03/26/2020,1813,1494
116 ST,23,03/27/2020,30,160
116 ST,23,03/28/2020,3,39
116 ST,23,03/29/2020,6,32
116 ST,23,03/30/2020,1633,1493
116 ST,23,03/31/2020,1609,1488
116 ST,23,04/01/2020,1822,1596
116 ST,23,04/02/2020,1687,1453
116 ST,23,04/03/2020,1710,1334
116 ST,23,04/04/2020,730,1019
116 ST,23,04/05/2020,564,853
116 ST,23,04/06/2020,1333,1170
116 ST,23,04/07/2020,1252,1080
116 ST,23,04/08/2020,1290,1087
116 ST,23,04/09/2020,1148,943
116 ST,23,04/10/2020,1137,1068
116 ST,23,04/11/2020,504,688
116 ST,23,04/12/2020,396,572
116 ST,23,04/13/2020,1001,935
116 ST,23,04/14/2020,1157,1120
116 ST,23,04/15/2020,1251,1138
116 ST,23,04/16/2020,1216,1118
116 ST,23,04/17/2020,1261,1214
116 ST,23,12/28/2019,4,31
116 ST,23,12/29/2019,0,9
116 ST,23,12/30/2019,6841,3267
116 ST,23,12/31/2019,7109,3583
116 ST,6,01/01/2020,5204,3533
116 ST,6,01/02/2020,11474,6967
116 ST,6,01/03/2020,12251,7452
116 ST,6,01/04/2020,7566,4689
116 ST,6,01/05/2020,6354,4128
116 ST,6,01/06/2020,13321,7930
116 ST,6,01/07/2020,13077,7794
116 ST,6,01/08/2020,13197,7986
116 ST,6,01/09/2020,13622,7935
116 ST,6,01/10/2020,13391,8101
116 ST,6,01/11/2020,8230,5445
116 ST,6,01/12/2020,6528,4626
116 ST,6,01/13/2020,14292,8527
116 ST,6,01/14/2020,13156,7941
116 ST,6,01/15/2020,13553,7974
116 ST,6,01/16/2020,12235,7209
116 ST,6,01/17/2020,12928,8658
116 ST,6,01/18/2020,6854,4763
116 ST,6,01/19/2020,6036,4323
116 ST,6,01/20/2020,8150,5432
116 ST,6,01/21/2020,12340,7389
116 ST,6,01/22/2020,12897,7643
116 ST,6,01/23/2020,12704,7371
116 ST,6,01/24/2020,12935,8018
116 ST,6,01/25/2020,7095,4549
116 ST,6,01/26/2020,6346,3872
116 ST,6,01/27/2020,12788,7516
116 ST,6,01/28/2020,13963,8237
116 ST,6,01/29/2020,13913,8349
116 ST,6,01/30/2020,13866,8249
116 ST,6,01/31/2020,13819,8381
116 ST,6,02/01/2020,7939,5092
116 ST,6,02/02/2020,6236,4292
116 ST,6,02/03/2020,13218,8128
116 ST,6,02/04/2020,13897,8297
116 ST,6,02/05/2020,14184,8393
116 ST,6,02/06/2020,13827,8032
116 ST,6,02/07/2020,13517,8392
116 ST,6,02/08/2020,8276,5314
116 ST,6,02/09/2020,6133,4319
116 ST,6,02/10/2020,13164,7830
116 ST,6,02/11/2020,13924,8308
116 ST,6,02/12/2020,13597,8107
