GEO_ID,NAME,DP03_0001E,DP03_0002PE,DP03_0007PE,DP03_0013PE,DP03_0015PE,DP03_0017PE,DP03_0021PE,DP03_0025E,DP03_0027PE,DP03_0028PE,DP03_0029PE,DP03_0031PE,DP03_0041PE,DP03_0042PE,DP03_0043PE,DP03_0045PE,DP03_0062E,DP03_0063E,DP03_0074PE,DP03_0088E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0096PE,DP03_0097PE,DP03_0098PE,DP03_0099E,DP03_0099PE,DP03_0108PE,DP03_0113PE,DP03_0118PE,tract_id
1400000US36047098800,"Census Tract 988, Kings County, New York",2518,62.6,37.4,52.3,88.0,76.8,48.7,47.3,34.8,32.0,16.0,7.7,8.1,36.0,9.3,4.8,72917,76853,12.4,27567,44114,51548,51855,93.9,71.1,31.1,184,6.1,3.6,18.6,21.4,098800
1400000US36047099000,"Census Tract 990, Kings County, New York",1300,68.3,31.7,60.4,83.8,78.4,40.8,40.5,35.9,28.8,19.9,13.6,3.6,38.8,8.8,8.9,89688,107681,16.3,30082,44844,59886,56719,95.3,70.0,32.9,81,4.7,2.2,50.0,10.6,099000
1400000US36047099200,"Census Tract 992, Kings County, New York",1823,68.9,31.1,67.3,90.8,84.8,54.0,56.0,30.4,34.8,20.4,9.2,8.6,41.8,6.4,6.9,84881,92599,21.5,25866,38972,46513,40110,93.3,65.1,34.0,158,6.7,9.5,9.1,9.4,099200
1400000US36047099400,"Census Tract 994, Kings County, New York",1543,66.0,34.0,62.0,63.6,76.8,65.4,50.7,33.0,30.4,14.8,14.3,9.5,41.7,5.4,1.4,69010,82546,9.3,31016,40923,42829,42470,91.6,66.1,32.2,155,8.4,12.7,0.0,13.0,099400
1400000US36047099600,"Census Tract 996, Kings County, New York",3041,64.5,35.5,57.6,51.4,82.3,49.1,44.7,28.0,32.0,20.7,13.9,5.2,51.9,4.3,6.3,70446,108957,24.0,33416,36641,51458,42170,89.2,62.9,34.8,402,10.8,9.9,9.6,35.1,099600
1400000US36047099800,"Census Tract 998, Kings County, New York",2893,67.6,32.4,63.4,77.0,71.4,40.6,47.0,39.1,18.4,18.3,17.1,3.9,49.0,2.8,5.2,71654,77735,5.8,29834,40704,51442,43053,89.9,66.7,30.1,356,10.1,12.1,24.1,22.9,099800
1400000US36047100400,"Census Tract 1004, Kings County, New York",2072,66.2,33.8,68.3,79.9,98.8,50.4,51.1,41.3,25.6,14.9,11.7,9.6,47.6,3.1,5.4,67750,81086,5.4,30679,42020,49500,49583,93.7,71.6,28.0,167,6.3,9.6,12.9,12.5,100400
1400000US36047100600,"Census Tract 1006, Kings County, New York",1944,71.7,28.3,66.0,67.1,66.1,50.6,51.4,36.7,27.9,17.2,10.4,10.5,49.4,6.2,4.0,76161,78384,4.7,28497,40606,48080,46229,90.0,60.6,36.6,249,10.0,15.8,15.0,10.1,100600
1400000US36047100800,"Census Tract 1008, Kings County, New York",1652,64.5,35.5,67.7,89.8,87.2,47.6,48.3,36.2,26.5,22.9,10.6,9.2,41.1,6.9,4.1,69135,79756,20.0,26628,40823,44107,53516,94.3,61.8,39.3,122,5.7,7.9,37.9,2.0,100800
1400000US36047101000,"Census Tract 1010, Kings County, New York",1850,63.4,36.6,60.9,75.5,74.2,55.8,51.1,38.5,30.6,18.4,8.0,7.4,47.0,2.9,5.7,80179,102540,10.3,35064,42686,54345,47670,98.4,78.9,24.7,37,1.6,1.5,0.0,5.3,101000
1400000US36047101200,"Census Tract 1012, Kings County, New York",1855,62.0,38.0,53.4,63.3,92.1,57.3,51.5,36.8,18.9,22.0,14.8,6.7,37.3,10.2,3.7,63750,74439,9.9,27528,41806,48750,60776,95.1,67.4,34.9,110,4.9,7.0,0.0,9.2,101200
1400000US36047101400,"Census Tract 1014, Kings County, New York",1834,65.2,34.8,56.6,86.7,69.2,54.3,48.4,35.8,25.4,17.6,13.8,10.4,36.2,4.5,8.0,74485,80327,12.3,28615,41573,54375,42679,92.6,67.6,31.3,167,7.4,8.4,56.6,7.8,101400
1400000US36047101600,"Census Tract 1016, Kings County, New York",1445,64.8,35.2,58.4,77.5,60.0,47.1,48.1,40.3,14.7,23.2,10.4,9.6,35.7,5.2,2.8,94904,99374,7.2,30574,46728,51513,62031,91.6,75.3,27.3,150,8.4,7.0,60.3,8.1,101600
1400000US36047101800,"Census Tract 1018, Kings County, New York",1990,66.0,34.0,61.6,80.3,83.8,29.1,49.3,53.7,19.3,16.8,3.5,13.1,43.0,9.0,12.2,97885,112566,14.2,41205,54289,69286,69028,92.9,68.8,34.3,167,7.1,10.6,0.0,8.2,101800
1400000US36047102000,"Census Tract 1020, Kings County, New York",1736,66.4,33.6,61.6,90.8,87.1,50.4,54.2,40.4,16.8,16.3,13.8,9.1,41.5,2.4,4.2,102401,116893,6.9,34600,53021,56250,68618,94.6,70.9,30.5,126,5.4,9.6,0.0,0.0,102000
1400000US36047102200,"Census Tract 1022, Kings County, New York",1684,66.7,33.3,65.8,78.6,81.4,47.2,51.7,37.3,21.3,23.3,8.8,6.1,47.2,5.6,5.0,73750,91825,7.6,31252,36165,53173,42071,93.6,71.4,28.6,142,6.4,2.6,0.0,29.1,102200
1400000US36047102400,"Census Tract 1024, Kings County, New York",1817,66.6,33.4,58.8,56.7,76.5,57.8,51.5,38.9,17.1,30.7,6.2,10.0,43.3,5.3,3.7,92538,102423,14.4,32815,43828,66786,54233,95.0,69.6,29.7,116,5.0,4.8,13.6,19.0,102400
1400000US36047102600,"Census Tract 1026, Kings County, New York",2311,71.0,29.0,70.2,74.7,79.3,40.9,48.1,32.2,30.2,18.1,13.7,5.2,44.8,9.0,5.9,85481,92696,4.8,30936,41319,54250,44485,92.9,73.0,24.4,203,7.1,9.1,19.4,16.4,102600
1400000US36047102800,"Census Tract 1028, Kings County, New York",1403,74.4,25.6,75.6,100.0,89.1,50.6,48.3,36.6,29.3,20.8,10.9,5.4,50.7,5.9,5.9,83523,100591,16.9,31714,41479,44896,45793,90.6,67.9,28.9,159,9.4,4.8,52.7,27.2,102800
1400000US36047103400,"Census Tract 1034, Kings County, New York",2950,52.0,48.0,45.6,76.2,54.9,64.4,55.0,22.3,35.1,31.3,8.2,15.6,30.7,3.4,13.3,23870,32093,51.4,13703,24437,37734,40805,93.0,32.7,65.6,286,7.0,8.9,11.0,9.5,103400
1400000US36047105801,"Census Tract 1058.01, Kings County, New York",4771,49.1,50.9,46.9,96.9,89.3,60.8,54.8,29.7,32.4,21.2,12.0,8.8,33.0,8.8,11.9,20962,32752,41.2,19791,31916,31667,47632,93.9,39.9,62.1,352,6.1,9.8,11.5,11.3,105801
1400000US36047105804,"Census Tract 1058.04, Kings County, New York",5859,47.6,52.4,42.4,51.7,60.4,61.4,57.1,29.4,31.8,23.7,13.5,13.8,37.8,3.1,13.3,30867,41663,38.9,18737,33384,49635,34665,98.4,40.2,62.4,118,1.6,0.9,6.6,2.6,105804
1400000US36047107000,"Census Tract 1070, Kings County, New York",1537,73.6,26.4,72.1,94.0,94.1,53.8,56.0,44.5,28.3,8.1,13.3,11.3,48.6,6.7,9.8,52957,70002,18.3,31616,40188,51083,39231,93.6,70.5,34.3,126,6.4,9.6,10.1,9.6,107000
1400000US36047107800,"Census Tract 1078, Kings County, New York",3591,64.7,35.3,58.0,83.1,82.3,70.7,57.6,24.3,30.4,26.6,12.2,8.0,30.9,6.2,9.1,61360,64531,12.6,30128,34526,50354,41151,97.7,69.1,40.9,97,2.3,0.0,19.0,4.0,107800
1400000US36047109800,"Census Tract 1098, Kings County, New York",1793,64.6,35.4,56.5,100.0,82.9,75.9,52.2,25.9,28.6,25.0,9.9,6.8,32.6,4.0,7.9,49830,73014,28.9,21464,31748,36823,32065,92.8,47.7,50.1,167,7.2,6.2,13.1,16.6,109800
1400000US36047110400,"Census Tract 1104, Kings County, New York",3526,52.7,47.3,42.6,66.8,76.7,59.4,44.6,16.9,41.8,22.7,11.2,6.5,37.2,8.1,1.9,32286,45488,37.8,17451,27686,30250,38220,96.2,45.6,61.4,171,3.8,5.6,12.5,5.7,110400
1400000US36047110600,"Census Tract 1106, Kings County, New York",3055,46.2,53.8,43.1,52.8,68.7,78.6,52.3,9.6,45.3,29.8,12.0,8.3,32.2,7.5,3.6,17298,30578,59.9,13610,19933,22250,31659,98.5,34.8,76.5,59,1.5,3.1,0.0,1.7,110600
1400000US36047111000,"Census Tract 1110, Kings County, New York",2484,50.9,49.1,47.4,56.1,91.2,68.6,52.1,20.7,46.3,22.6,6.3,10.6,40.7,4.6,8.2,18388,26561,49.9,12443,26016,38073,38269,92.6,32.9,67.3,247,7.4,12.6,15.2,9.5,111000
1400000US36047111600,"Census Tract 1116, Kings County, New York",2958,54.2,45.8,48.3,50.7,85.9,56.3,44.3,33.3,19.4,24.9,13.6,5.4,45.4,5.0,2.6,51512,81414,30.6,21691,32182,50208,49131,97.4,57.0,48.1,102,2.6,5.1,0.0,0.0,111600
1400000US36047111800,"Census Tract 1118, Kings County, New York",2502,48.5,51.5,35.0,81.9,71.6,55.4,45.1,14.6,31.5,27.8,19.4,15.4,36.1,3.0,6.0,34509,47190,25.8,16117,33585,40392,32393,93.1,48.7,50.4,230,6.9,3.3,66.7,16.1,111800
1400000US36047112000,"Census Tract 1120, Kings County, New York",2502,55.1,44.9,50.4,0.0,54.8,64.3,35.6,29.0,28.0,18.7,12.7,4.7,35.1,6.8,1.7,31563,49210,28.2,18365,31250,43043,31172,95.2,52.9,50.0,147,4.8,8.3,0.0,6.3,112000
1400000US36047112200,"Census Tract 1122, Kings County, New York",2664,58.7,41.3,53.9,85.3,55.7,82.9,45.3,22.0,39.2,15.2,19.7,12.7,35.3,7.8,3.4,40900,45390,23.3,16911,25181,36786,34375,91.0,45.0,52.7,310,9.0,15.0,16.6,9.7,112200
1400000US36047112400,"Census Tract 1124, Kings County, New York",2619,68.6,31.4,59.8,93.0,87.2,45.3,39.6,31.0,25.1,21.4,14.8,13.5,32.3,2.1,4.4,57527,69329,26.4,26133,41277,49609,41637,98.4,64.8,40.1,54,1.6,1.8,0.0,4.6,112400
1400000US36047112600,"Census Tract 1126, Kings County, New York",2786,55.6,44.4,47.5,93.3,90.0,66.1,41.8,13.2,40.7,27.7,10.3,15.6,24.9,15.4,9.4,30598,44530,28.4,18982,30138,34605,35865,89.5,43.9,54.4,357,10.5,12.0,33.0,9.4,112600
1400000US36047112800,"Census Tract 1128, Kings County, New York",3170,60.1,39.9,50.8,34.1,68.7,60.6,50.4,23.9,36.1,21.6,7.9,11.5,29.9,7.4,7.4,38594,55664,28.1,21507,33779,45875,51563,91.8,54.6,44.1,330,8.2,7.2,21.6,22.6,112800
1400000US36047113000,"Census Tract 1130, Kings County, New York",3069,61.3,38.7,55.8,71.8,93.0,68.2,44.4,19.0,39.6,16.6,7.6,10.9,32.4,1.9,6.9,37472,51619,21.9,20413,29988,33625,32135,92.4,45.7,54.8,301,7.6,8.9,0.0,14.0,113000
1400000US36047113200,"Census Tract 1132, Kings County, New York",1569,64.4,35.6,58.9,57.5,82.7,62.8,41.8,32.3,29.6,18.2,14.8,8.9,32.5,5.4,8.2,58487,70777,19.1,23268,37366,47775,41144,92.7,66.8,33.3,144,7.3,6.3,35.6,15.9,113200
1400000US36047113400,"Census Tract 1134, Kings County, New York",2433,51.3,48.7,41.3,50.5,40.3,85.7,45.4,10.0,48.7,23.4,12.8,9.3,34.6,6.0,5.0,24150,34350,59.0,12388,22048,30104,27041,94.3,29.8,74.3,183,5.7,11.6,9.7,5.1,113400
1400000US36047114201,"Census Tract 1142.01, Kings County, New York",1212,52.1,47.9,42.1,80.3,60.5,46.7,39.3,21.7,25.4,19.7,20.1,14.0,28.7,6.2,8.3,36293,61599,35.5,20298,32250,41696,61083,91.4,47.8,59.4,146,8.6,14.7,0.0,15.9,114201
1400000US36047114202,"Census Tract 1142.02, Kings County, New York",2342,62.3,37.7,51.8,42.3,45.1,60.3,48.4,29.9,25.6,25.2,9.6,9.7,32.5,6.1,4.7,57171,86728,24.3,26914,41391,45521,50203,91.3,55.6,41.8,262,8.7,10.7,32.5,10.8,114202
1400000US36047114400,"Census Tract 1144, Kings County, New York",1867,68.7,31.3,57.6,71.2,77.8,71.2,47.2,20.0,41.4,14.4,14.9,10.4,37.1,9.3,5.2,40385,58807,39.5,19601,26304,40898,30786,92.0,41.0,55.7,191,8.0,6.5,14.2,18.2,114400
1400000US36047114600,"Census Tract 1146, Kings County, New York",2460,56.6,43.4,53.7,72.0,81.6,72.3,46.9,17.4,41.5,20.7,14.1,8.0,32.1,8.6,6.5,41384,57960,33.6,18510,24375,36589,33750,87.9,43.5,54.2,370,12.1,18.6,44.2,15.6,114600
1400000US36047115000,"Census Tract 1150, Kings County, New York",2149,62.8,37.2,60.1,61.0,68.4,65.7,46.1,19.1,35.8,24.6,12.6,4.0,26.0,12.6,4.9,40703,56802,39.8,18171,28859,43661,35966,92.0,40.1,59.0,224,8.0,14.1,14.2,6.6,115000
1400000US36047115200,"Census Tract 1152, Kings County, New York",2259,56.0,44.0,50.2,55.8,73.1,72.6,43.6,27.9,28.1,19.9,9.9,9.8,27.6,8.2,2.4,36655,48396,41.1,16507,31471,47647,35921,83.7,37.0,54.4,501,16.3,21.6,0.0,18.9,115200
1400000US36047115600,"Census Tract 1156, Kings County, New York",2766,57.1,42.9,48.8,85.4,85.7,64.6,45.9,23.4,37.5,23.1,14.9,7.2,36.8,7.4,4.6,21580,33670,48.8,14194,22021,45506,25536,94.1,37.0,66.3,226,5.9,8.9,4.2,2.9,115600
1400000US36047115800,"Census Tract 1158, Kings County, New York",2215,57.6,42.4,48.7,60.7,55.2,66.1,44.3,18.6,44.5,20.9,11.4,18.3,27.9,6.8,8.2,40804,64859,29.6,22444,32328,44327,39896,91.0,50.4,46.6,255,9.0,12.8,0.8,11.4,115800
1400000US36047116000,"Census Tract 1160, Kings County, New York",1779,57.8,42.2,55.8,79.7,83.2,59.9,49.3,19.4,35.0,25.9,14.4,5.4,34.8,9.3,4.3,30216,47711,41.2,19715,29567,53024,35571,91.5,53.6,54.7,189,8.5,7.7,31.0,16.0,116000
1400000US36047116200,"Census Tract 1162, Kings County, New York",1845,52.9,47.1,40.8,35.1,64.5,55.3,49.3,20.6,28.2,25.4,23.1,8.3,31.7,7.3,1.0,39651,55313,23.3,19611,31307,43047,31429,97.2,55.7,54.1,65,2.8,3.0,10.3,1.4,116200
1400000US36047116400,"Census Tract 1164, Kings County, New York",2521,63.6,36.4,57.9,58.3,70.0,59.0,45.7,24.2,31.0,21.7,17.0,8.1,25.2,13.7,8.2,55720,72015,29.2,21806,31370,31778,41083,92.2,53.6,50.1,271,7.8,9.6,45.3,16.0,116400
1400000US36047116600,"Census Tract 1166, Kings County, New York",2173,68.2,31.8,59.5,69.9,69.9,78.2,42.7,29.9,21.3,24.5,12.4,11.7,29.7,6.1,3.8,45673,66578,23.0,22765,33342,43313,32174,90.3,52.5,41.5,282,9.7,8.2,45.2,24.5,116600
1400000US36047116800,"Census Tract 1168, Kings County, New York",1417,69.6,30.4,62.2,78.5,81.6,72.0,40.6,23.3,30.7,15.1,15.1,8.6,38.2,9.5,3.9,60968,73817,25.6,23654,35053,-,36958,93.8,56.1,40.3,125,6.2,7.9,33.3,17.9,116800
1400000US36047117000,"Census Tract 1170, Kings County, New York",1325,57.2,42.8,42.1,61.0,75.8,69.7,35.8,16.5,31.2,25.7,16.4,7.5,22.4,11.6,2.8,41354,56238,38.7,15452,25156,32173,28281,96.1,32.4,66.1,72,3.9,4.1,0.0,11.7,117000
1400000US36047117201,"Census Tract 1172.01, Kings County, New York",1954,62.9,37.1,54.8,59.2,69.1,55.8,46.2,24.5,30.9,19.2,14.9,5.0,24.0,14.1,2.3,61071,73260,21.4,22171,31699,49934,30647,92.0,42.6,57.2,213,8.0,9.5,19.6,15.7,117201
1400000US36047117202,"Census Tract 1172.02, Kings County, New York",2654,61.3,38.7,51.8,66.8,44.4,74.7,46.2,20.2,35.3,22.0,17.7,12.7,25.6,13.2,4.8,49255,61719,24.6,23521,32658,49276,34623,92.8,63.6,37.1,241,7.2,12.8,0.0,6.4,117202
1400000US36047117400,"Census Tract 1174, Kings County, New York",3402,58.9,41.1,50.0,60.0,65.0,67.1,40.5,14.9,27.8,26.7,18.8,8.0,17.2,7.2,2.4,57411,66034,29.5,18194,28927,33750,29261,93.2,49.4,46.9,303,6.8,10.8,0.0,4.3,117400
1400000US36047117601,"Census Tract 1176.01, Kings County, New York",2462,65.2,34.8,51.6,84.6,88.6,68.3,42.1,15.8,29.3,25.6,13.7,8.1,26.0,10.3,3.1,50536,64673,33.3,19261,30996,34894,41366,90.9,49.2,43.4,293,9.1,11.4,21.3,15.6,117601
1400000US36047117602,"Census Tract 1176.02, Kings County, New York",2231,56.6,43.4,42.5,27.1,65.1,64.6,43.3,15.3,30.4,22.6,8.2,17.1,19.0,7.0,6.4,41670,55222,23.7,18960,29970,36607,33250,88.1,48.1,45.9,357,11.9,16.5,0.0,18.7,117602
1400000US36047117800,"Census Tract 1178, Kings County, New York",1519,55.7,44.3,46.5,24.7,42.9,66.1,46.7,10.1,35.8,25.0,21.2,9.1,29.1,7.4,0.0,46445,58738,30.6,15149,27115,36000,31953,88.5,46.7,45.1,217,11.5,20.1,28.9,7.1,117800
1400000US36047118000,"Census Tract 1180, Kings County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,118000
1400000US36047118201,"Census Tract 1182.01, Kings County, New York",2204,61.2,38.8,57.3,44.9,78.4,63.9,37.7,21.0,28.8,26.5,17.3,10.6,31.4,8.4,0.5,55313,69760,15.3,22215,32756,35625,42311,93.8,58.6,38.4,178,6.2,9.3,0.0,9.1,118201
1400000US36047118202,"Census Tract 1182.02, Kings County, New York",2358,58.7,41.3,49.1,31.2,60.7,60.4,39.9,18.9,31.0,18.4,21.6,8.3,26.4,17.7,2.9,55089,74392,10.6,21472,32175,40977,41538,91.2,55.4,39.1,278,8.8,7.7,42.5,8.0,118202
1400000US36047118400,"Census Tract 1184, Kings County, New York",4134,57.6,42.4,46.8,55.2,41.0,73.0,40.7,18.5,24.3,28.8,21.0,11.2,20.7,8.1,4.3,56786,62701,22.8,18980,30977,46108,35000,94.3,51.5,49.2,285,5.7,6.0,5.0,9.7,118400
1400000US36047118600,"Census Tract 1186, Kings County, New York",2235,57.2,42.8,44.0,29.3,44.0,63.0,42.1,16.7,26.3,26.1,18.7,7.8,25.3,6.1,2.3,48836,66024,17.3,19533,30819,36028,32149,91.4,55.5,39.4,235,8.6,6.2,62.1,14.2,118600
1400000US36047118800,"Census Tract 1188, Kings County, New York",3746,53.4,46.6,44.4,72.7,55.6,65.6,41.4,20.8,29.2,22.5,19.7,7.5,20.0,20.4,5.1,50179,60723,19.8,19418,26675,37035,24916,90.1,41.6,53.0,438,9.9,13.7,15.2,13.7,118800
1400000US36047119000,"Census Tract 1190, Kings County, New York",1845,51.8,48.2,38.5,26.0,56.6,70.9,43.1,15.1,35.2,14.3,20.2,14.4,21.8,4.9,4.1,41161,55045,26.7,15735,31121,41450,29922,91.9,40.9,51.5,205,8.1,5.4,8.7,17.7,119000
1400000US36047119200,"Census Tract 1192, Kings County, New York",2349,62.0,38.0,53.7,62.1,78.2,68.5,39.6,25.5,37.3,11.7,15.1,10.0,29.6,9.4,8.9,45903,58264,25.4,20412,32174,40433,41346,91.4,43.4,50.0,250,8.6,5.6,53.9,15.7,119200
1400000US36047119400,"Census Tract 1194, Kings County, New York",2818,65.5,34.5,56.0,68.3,56.8,75.9,39.5,21.8,19.8,34.7,16.1,7.5,33.5,6.9,3.4,41607,57853,27.2,17341,33074,34932,38750,94.8,37.2,62.4,234,5.2,11.9,10.8,4.2,119400
1400000US36047119600,"Census Tract 1196, Kings County, New York",3747,59.7,40.3,53.5,52.7,56.6,61.7,41.1,24.4,30.2,18.2,15.7,10.5,22.7,15.9,5.5,35338,51906,32.6,19180,33507,40067,38943,91.1,52.7,41.3,431,8.9,7.2,7.7,20.3,119600
1400000US36047119800,"Census Tract 1198, Kings County, New York",2306,55.3,44.7,40.5,75.4,61.4,69.1,48.7,26.0,27.0,24.3,17.1,10.7,31.5,4.1,0.0,31222,50198,45.3,17525,35027,31742,38077,94.1,48.7,55.5,164,5.9,9.4,0.0,9.6,119800
1400000US36047120000,"Census Tract 1200, Kings County, New York",2035,51.4,48.6,42.2,45.5,44.9,68.1,46.3,20.2,32.5,24.0,12.6,7.3,26.7,15.6,2.8,37833,52780,25.6,16000,31271,37939,34010,92.9,39.0,58.5,196,7.1,5.6,23.1,19.0,120000
1400000US36047120200,"Census Tract 1202, Kings County, New York",1556,55.9,44.1,37.6,30.6,47.9,67.9,41.1,13.9,26.2,15.5,25.8,2.3,24.6,3.6,0.0,37173,56083,12.3,16286,28352,39736,23448,98.1,48.5,54.1,38,1.9,3.4,0.0,2.5,120200
1400000US36047120800,"Census Tract 1208, Kings County, New York",7443,54.5,45.5,49.8,63.0,72.5,69.1,42.8,22.0,44.7,19.2,8.4,11.0,38.9,7.1,4.7,35466,52907,26.7,19799,32289,32460,43114,96.9,56.4,47.2,291,3.1,2.1,0.0,8.5,120800
1400000US36047121000,"Census Tract 1210, Kings County, New York",3097,32.8,67.2,30.1,34.3,36.6,82.7,42.2,26.5,40.6,14.8,11.3,11.8,32.3,16.2,3.5,15566,28580,61.0,11197,27188,38135,38790,95.1,26.5,76.1,200,4.9,8.9,57.6,5.3,121000
1400000US36047121400,"Census Tract 1214, Kings County, New York",3097,45.3,54.7,43.7,82.0,60.2,71.4,40.3,18.1,39.3,23.8,15.1,19.8,33.5,8.9,4.0,21085,29684,60.3,10781,21800,21975,29625,94.2,24.3,74.9,274,5.8,7.2,36.0,11.2,121400
1400000US36047122000,"Census Tract 1220, Kings County, New York",4055,63.0,37.0,55.7,95.5,49.1,49.5,42.0,33.0,33.8,17.0,15.1,12.9,36.7,5.6,8.7,39848,61560,26.4,24173,39556,51015,39254,96.2,55.2,42.9,209,3.8,1.3,0.0,15.4,122000
1400000US36047123700,"Census Tract 1237, Kings County, New York",2799,61.9,38.1,43.6,31.1,34.5,26.9,30.0,32.7,14.3,41.7,10.0,9.4,23.4,10.8,0.6,36783,54583,49.7,10362,21799,36366,30560,95.9,30.1,74.8,261,4.1,11.4,37.1,3.6,123700
1400000US36047150200,"Census Tract 1502, Kings County, New York",2200,80.2,19.8,78.9,76.9,94.9,56.9,42.3,61.2,16.8,18.0,3.7,22.0,27.4,12.6,4.1,114696,146718,5.2,52730,50750,80125,62969,92.5,84.8,15.1,210,7.5,8.1,0.0,25.1,150200
1400000US36047152200,"Census Tract 1522, Kings County, New York",2886,69.9,30.1,55.5,29.9,52.5,57.3,38.7,62.5,10.5,16.3,6.8,16.4,28.0,12.5,1.4,113696,166895,12.9,49112,46352,79565,66250,92.9,70.6,32.8,264,7.1,5.5,36.4,19.9,152200
1400000US36047990100,"Census Tract 9901, Kings County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,990100
1400000US36061000100,"Census Tract 1, New York County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,000100
1400000US36061000201,"Census Tract 2.01, New York County, New York",2275,48.8,51.2,43.8,42.3,63.0,58.3,36.9,24.8,33.8,33.1,6.7,3.9,25.1,35.4,0.7,28328,32784,54.7,14719,26807,28106,40324,95.3,28.5,72.2,134,4.7,10.4,0.0,4.8,000201
1400000US36061000202,"Census Tract 2.02, New York County, New York",6563,52.2,47.8,40.8,87.2,67.6,62.6,38.1,35.4,35.1,21.7,5.5,22.1,28.0,17.8,2.8,32272,63096,31.2,28754,31919,38472,57838,98.4,49.0,58.5,125,1.6,3.7,3.1,0.5,000202
1400000US36061000500,"Census Tract 5, New York County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,000500
1400000US36061000600,"Census Tract 6, New York County, New York",8517,39.5,60.5,28.2,40.3,12.6,41.5,29.9,29.6,36.9,20.1,12.2,15.2,23.5,19.4,3.1,18650,34355,54.0,16050,22833,39668,43763,92.1,24.7,73.0,758,7.9,8.5,6.5,20.5,000600
1400000US36061000700,"Census Tract 7, New York County, New York",7881,88.6,11.4,79.6,85.3,61.6,62.6,24.5,71.5,3.4,23.8,0.0,35.8,13.5,4.3,0.0,157209,189673,0.0,100073,93858,142277,84934,96.9,94.3,6.0,274,3.1,2.3,36.4,0.0,000700
1400000US36061000800,"Census Tract 8, New York County, New York",8027,52.2,47.8,48.7,74.0,74.9,37.6,31.3,28.3,31.4,21.6,14.9,6.4,23.2,22.9,4.3,34150,45200,37.2,19885,22920,38193,37717,92.2,32.7,63.0,703,7.8,10.8,29.8,8.4,000800
1400000US36061000900,"Census Tract 9, New York County, New York",1512,86.8,13.2,77.6,94.5,77.9,55.9,25.1,75.2,3.6,20.3,0.8,27.4,12.5,5.9,3.0,195313,264001,0.0,128674,109196,152500,112813,96.8,94.0,5.2,56,3.2,3.1,26.5,5.2,000900
1400000US36061001001,"Census Tract 10.01, New York County, New York",1271,61.0,39.0,62.4,54.7,61.0,55.3,34.6,69.3,13.0,9.9,3.1,14.0,28.7,10.2,6.9,78036,108880,6.9,60956,67813,105122,79659,100.0,81.7,40.4,0,0.0,0.0,0.0,0.0,001001
1400000US36061001002,"Census Tract 10.02, New York County, New York",4538,39.4,60.6,38.3,77.0,62.3,51.7,34.5,30.4,39.9,14.8,11.3,18.5,44.6,5.7,0.7,17926,28553,55.7,14157,21481,27426,33702,92.9,34.6,62.9,381,7.1,13.3,25.0,9.2,001002
1400000US36061001200,"Census Tract 12, New York County, New York",3393,54.5,45.5,42.9,55.9,48.4,62.1,34.0,58.2,16.3,16.5,8.1,17.1,23.4,14.0,4.6,50917,94359,21.3,46543,57500,79792,77188,97.7,65.7,39.6,89,2.3,3.8,0.0,4.1,001200
1400000US36061001300,"Census Tract 13, New York County, New York",4096,89.0,11.0,83.0,59.3,68.5,56.6,27.0,81.4,3.4,13.8,0.9,33.3,13.1,3.3,3.5,158900,200119,0.0,112263,103576,125200,95486,96.7,95.1,2.2,155,3.3,2.4,33.8,4.0,001300
1400000US36061001401,"Census Tract 14.01, New York County, New York",2660,67.6,32.4,66.8,81.1,66.2,58.4,30.1,77.1,6.8,13.1,1.7,18.6,26.0,6.3,5.5,110972,151859,5.8,77487,76798,91932,83682,99.4,87.3,25.6,19,0.6,0.0,0.0,6.9,001401
1400000US36061001402,"Census Tract 14.02, New York County, New York",2664,56.8,43.2,49.5,54.2,68.5,78.8,34.9,47.5,29.3,17.8,4.8,17.7,20.7,22.1,1.9,31410,72590,36.5,39763,41589,75862,58487,94.7,51.5,49.3,147,5.3,4.1,48.5,11.7,001402
1400000US36061001501,"Census Tract 15.01, New York County, New York",6395,62.0,38.0,55.8,20.1,80.9,47.9,24.9,71.6,9.3,15.4,2.6,30.8,18.7,4.8,1.9,86607,144111,11.4,77659,73543,124398,93789,97.3,79.6,27.7,188,2.7,1.9,7.1,4.5,001501
1400000US36061001502,"Census Tract 15.02, New York County, New York",7185,81.6,18.4,74.3,56.6,75.4,58.7,25.4,73.5,5.2,19.9,0.5,33.0,12.2,8.5,2.4,159911,215116,0.7,94155,80579,127553,79536,95.6,93.0,4.5,348,4.4,5.6,0.0,2.2,001502
1400000US36061001600,"Census Tract 16, New York County, New York",6524,60.6,39.4,48.2,44.2,40.8,49.9,32.7,52.3,24.2,17.4,4.0,17.4,22.4,17.5,2.3,49777,88905,24.0,40359,44833,64653,59342,92.8,47.7,48.0,515,7.2,7.9,31.2,10.1,001600
