GEO_ID,NAME,DP03_0001E,DP03_0002PE,DP03_0007PE,DP03_0013PE,DP03_0015PE,DP03_0017PE,DP03_0021PE,DP03_0025E,DP03_0027PE,DP03_0028PE,DP03_0029PE,DP03_0031PE,DP03_0041PE,DP03_0042PE,DP03_0043PE,DP03_0045PE,DP03_0062E,DP03_0063E,DP03_0074PE,DP03_0088E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0096PE,DP03_0097PE,DP03_0098PE,DP03_0099E,DP03_0099PE,DP03_0108PE,DP03_0113PE,DP03_0118PE,tract_id
1400000US36005000100,"Census Tract 1, Bronx County, New York",7080,0.0,100.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2247,11367,15000,-,-,-,-,0,-,-,-,-,000100
1400000US36005000200,"Census Tract 2, Bronx County, New York",3684,50.8,49.2,32.1,88.0,77.6,34.2,41.4,38.0,14.6,16.0,25.0,11.0,30.0,3.0,3.8,59914,72979,20.7,22538,35448,46466,34479,91.9,48.7,58.5,368,8.1,11.5,3.1,17.1,000200
1400000US36005000400,"Census Tract 4, Bronx County, New York",4689,65.1,34.9,58.1,75.7,90.0,41.5,52.5,42.9,18.2,21.1,10.9,12.6,33.4,7.2,9.1,82073,94723,13.5,35025,46361,61250,57813,94.3,78.5,26.7,322,5.7,5.6,17.7,15.9,000400
1400000US36005001600,"Census Tract 16, Bronx County, New York",4598,53.9,46.1,48.2,72.8,72.5,48.1,45.3,28.9,31.9,24.1,13.4,7.2,42.8,7.8,3.2,35802,59663,32.7,22649,30505,41571,34058,90.7,56.3,48.5,530,9.3,15.5,20.3,9.7,001600
1400000US36005001900,"Census Tract 19, Bronx County, New York",2066,70.6,29.4,55.0,75.7,69.5,71.2,46.1,29.9,25.2,20.9,17.9,11.1,24.3,11.1,9.4,42075,54415,28.1,20756,30696,38250,41715,84.3,36.2,54.1,432,15.7,22.3,27.1,12.9,001900
1400000US36005002000,"Census Tract 20, Bronx County, New York",7282,45.9,54.1,34.5,54.3,56.5,58.6,41.8,14.4,34.1,18.4,26.7,2.6,40.6,10.3,3.8,24447,43280,46.0,15534,29860,41812,30417,91.1,39.0,67.3,842,8.9,13.8,16.0,12.6,002000
1400000US36005002300,"Census Tract 23, Bronx County, New York",3615,45.3,54.7,34.6,59.4,57.7,78.0,41.6,17.0,41.5,29.9,6.7,11.9,29.9,10.2,2.5,18032,25869,66.7,11864,19014,31330,23456,93.9,27.2,75.8,281,6.1,11.6,11.6,4.1,002300
1400000US36005002400,"Census Tract 24, Bronx County, New York",131,100.0,0.0,100.0,-,100.0,100.0,N,71.8,28.2,0.0,0.0,0.0,42.7,28.2,0.0,-,N,11.6,54873,61152,-,-,77.9,29.7,48.3,38,22.1,29.0,-,-,002400
1400000US36005002500,"Census Tract 25, Bronx County, New York",4338,59.4,40.6,48.5,68.1,55.0,69.4,41.3,17.3,41.4,16.1,16.9,6.2,25.3,25.6,0.9,24530,38060,54.2,13551,22824,28337,31296,82.0,26.3,60.0,1060,18.0,30.1,3.3,23.3,002500
1400000US36005002701,"Census Tract 27.01, Bronx County, New York",1943,54.5,45.5,43.7,75.8,72.0,62.6,43.0,16.6,34.1,19.3,21.8,7.7,30.8,9.5,1.3,20599,27448,60.4,10650,20768,29974,26563,89.1,24.8,69.6,314,10.9,18.8,0.0,19.1,002701
1400000US36005002702,"Census Tract 27.02, Bronx County, New York",3408,47.4,52.6,41.9,59.6,33.4,84.0,49.8,15.2,43.2,30.8,7.4,8.2,29.7,15.5,3.6,14375,30388,55.6,10746,22695,32153,32813,89.3,23.8,74.7,504,10.7,20.5,0.0,15.5,002702
1400000US36005002800,"Census Tract 28, Bronx County, New York",4401,57.4,42.6,54.5,74.8,68.0,46.6,46.0,30.3,25.7,29.3,12.2,10.4,45.2,3.1,2.5,52479,60109,14.2,27519,33357,34592,42665,97.0,66.9,43.6,158,3.0,6.0,0.0,0.0,002800
1400000US36005003100,"Census Tract 31, Bronx County, New York",1340,71.3,28.7,65.4,79.3,73.5,64.1,39.9,19.9,27.7,34.7,11.1,16.5,26.0,15.5,0.8,44583,51630,23.3,19383,25344,35368,34773,88.2,43.6,50.2,201,11.8,8.2,63.0,26.1,003100
1400000US36005003300,"Census Tract 33, Bronx County, New York",2546,42.5,57.5,31.2,45.3,42.9,58.2,41.7,23.2,37.9,20.4,9.8,7.6,36.3,14.6,3.4,18511,32082,62.2,11252,22234,38095,27406,94.2,24.0,74.1,206,5.8,11.4,3.1,8.1,003300
1400000US36005003500,"Census Tract 35, Bronx County, New York",2838,61.1,38.9,48.0,57.9,59.4,65.1,46.6,16.6,40.7,21.3,11.1,20.3,32.6,10.7,0.7,30490,41607,43.2,14954,22587,27361,32656,94.8,41.4,62.5,203,5.2,6.9,14.0,8.0,003500
1400000US36005003700,"Census Tract 37, Bronx County, New York",261,53.6,46.4,53.4,-,100.0,60.2,46.6,22.7,32.0,25.0,12.5,27.3,26.6,21.1,4.7,-,28997,54.7,16531,21688,31875,21500,88.8,36.4,61.3,30,11.2,20.8,0.0,3.8,003700
1400000US36005003800,"Census Tract 38, Bronx County, New York",1105,59.7,40.3,48.1,80.6,60.9,45.6,42.1,32.7,26.9,25.8,10.3,7.7,48.2,12.8,3.0,41438,77720,24.6,23860,31094,44318,35603,93.3,62.1,45.6,96,6.7,8.0,15.3,14.4,003800
1400000US36005003900,"Census Tract 39, Bronx County, New York",5047,65.9,34.1,44.3,66.3,67.3,75.1,43.4,10.2,45.3,16.3,25.5,11.5,12.3,36.3,1.9,25903,48274,48.4,16538,21963,26812,37555,72.2,28.0,49.1,1868,27.8,49.3,39.6,20.5,003900
1400000US36005004001,"Census Tract 40.01, Bronx County, New York",1242,53.5,46.5,45.9,53.4,52.2,58.1,41.9,30.2,21.9,29.0,11.3,13.1,28.1,3.8,1.8,53846,74037,22.3,25964,40795,47188,57083,92.5,61.1,44.3,111,7.5,10.5,25.0,13.3,004001
1400000US36005004100,"Census Tract 41, Bronx County, New York",4060,47.9,52.1,37.4,46.2,44.4,71.8,40.0,8.9,40.9,28.6,16.8,6.0,25.3,24.1,0.0,18942,30771,53.8,12873,17742,23275,33649,89.7,26.4,68.0,569,10.3,21.0,23.4,8.8,004100
1400000US36005004200,"Census Tract 42, Bronx County, New York",5230,46.8,53.2,37.9,72.1,53.9,60.0,42.9,20.5,38.2,21.8,14.4,3.7,39.8,3.9,5.3,33016,41783,34.1,16775,31053,43075,35616,97.0,60.5,56.3,219,3.0,6.6,0.0,5.0,004200
1400000US36005004300,"Census Tract 43, Bronx County, New York",4476,55.7,44.3,41.3,57.0,59.7,63.5,39.4,18.6,37.2,21.3,13.1,7.8,22.7,19.3,5.0,24014,37502,54.6,13913,22281,32772,31042,86.3,31.6,58.8,834,13.7,27.4,4.7,9.8,004300
1400000US36005004400,"Census Tract 44, Bronx County, New York",3419,43.0,57.0,33.4,44.9,55.0,61.9,43.0,15.5,34.0,34.1,10.8,6.7,39.6,8.9,3.2,20884,31408,54.7,12013,21719,37774,36341,93.9,34.3,76.6,269,6.1,10.6,14.2,4.7,004400
1400000US36005004600,"Census Tract 46, Bronx County, New York",1358,50.7,49.3,44.1,60.0,64.6,58.3,43.5,26.5,44.2,6.6,21.5,20.0,32.7,4.8,6.3,32750,45977,46.3,18875,25516,33864,41761,93.2,43.7,72.4,124,6.8,11.0,13.3,8.5,004600
1400000US36005004800,"Census Tract 48, Bronx County, New York",3612,67.0,33.0,40.2,63.0,69.8,67.6,43.1,13.0,34.3,19.6,17.9,4.5,28.0,15.2,0.9,33644,48515,43.6,16572,21165,30991,26442,82.5,37.8,61.2,820,17.5,24.3,24.2,29.6,004800
1400000US36005005001,"Census Tract 50.01, Bronx County, New York",3693,55.6,44.4,36.9,71.1,67.1,64.9,45.2,15.5,42.7,15.7,14.9,10.6,23.7,17.0,1.0,24619,43357,43.3,15183,23393,32135,28603,86.7,44.4,60.8,661,13.3,21.4,11.2,19.1,005001
1400000US36005005002,"Census Tract 50.02, Bronx County, New York",3989,59.8,40.2,41.4,52.2,61.9,85.7,52.0,10.4,40.0,19.3,18.6,3.8,23.5,14.9,0.3,26534,34574,51.8,12972,19484,25678,26644,74.1,29.3,57.6,1430,25.9,40.9,19.0,39.3,005002
1400000US36005005100,"Census Tract 51, Bronx County, New York",4079,48.2,51.8,39.7,70.7,66.1,75.9,39.0,17.4,48.7,21.9,9.0,8.3,35.5,14.9,6.8,16844,26571,59.6,10547,20726,29732,37024,96.0,26.8,75.5,221,4.0,9.2,0.0,4.3,005100
1400000US36005005200,"Census Tract 52, Bronx County, New York",1555,54.3,45.7,51.6,60.8,91.2,67.0,39.1,20.3,20.7,35.5,13.8,12.2,19.9,11.7,3.7,20833,49690,55.0,20898,20802,30365,28571,95.6,51.4,67.4,92,4.4,7.5,0.0,7.5,005200
1400000US36005005300,"Census Tract 53, Bronx County, New York",2796,47.5,52.5,36.1,69.6,67.9,65.7,56.0,21.0,43.0,19.5,11.5,11.3,38.7,10.3,7.8,16210,26310,68.5,9828,20885,36439,34811,94.4,22.0,81.1,250,5.6,8.9,2.6,12.0,005300
1400000US36005005400,"Census Tract 54, Bronx County, New York",4578,61.5,38.5,46.6,26.2,50.9,69.9,47.7,8.7,42.6,20.2,10.9,1.7,24.3,19.9,4.2,34167,47090,36.6,15495,20395,32865,24440,77.8,33.3,53.6,1331,22.2,39.2,20.8,20.1,005400
1400000US36005005600,"Census Tract 56, Bronx County, New York",1870,51.0,49.0,40.9,66.5,80.3,61.1,47.8,18.8,41.5,19.4,13.1,10.5,34.3,6.8,2.7,22750,35889,49.0,14251,20960,35246,21952,89.6,51.0,63.0,247,10.4,13.7,50.0,16.6,005600
1400000US36005005902,"Census Tract 59.02, Bronx County, New York",2039,55.2,44.8,46.6,37.1,58.5,64.6,44.6,33.4,36.1,24.2,5.8,7.0,32.0,13.8,5.6,29800,53357,34.9,22549,25721,41894,42934,93.1,49.8,54.0,175,6.9,9.5,0.0,15.7,005902
1400000US36005006000,"Census Tract 60, Bronx County, New York",1169,55.9,44.1,57.0,61.1,75.6,54.8,37.5,22.6,34.7,24.1,12.1,9.5,36.4,7.9,4.8,33828,48592,37.9,14510,19646,28036,32813,93.5,43.8,63.5,95,6.5,6.1,14.9,12.8,006000
1400000US36005006100,"Census Tract 61, Bronx County, New York",3439,54.7,45.3,45.7,87.9,63.5,59.7,39.2,27.4,27.2,30.2,13.6,11.9,31.1,13.6,8.6,46554,55651,12.6,33335,47000,50642,53720,92.3,69.1,41.2,286,7.7,6.3,0.0,23.8,006100
1400000US36005006200,"Census Tract 62, Bronx County, New York",5126,55.8,44.2,50.6,56.0,56.1,72.4,45.7,9.8,45.8,24.0,8.1,14.6,27.1,6.9,0.9,26184,34645,48.2,12026,17117,25900,28173,88.8,41.0,68.2,803,11.2,16.1,0.0,29.2,006200
1400000US36005006300,"Census Tract 63, Bronx County, New York",3520,68.4,31.6,55.9,62.4,76.7,71.5,41.9,26.8,31.1,23.0,15.6,12.3,23.7,12.9,6.0,35827,58409,31.9,25777,29086,37222,40150,88.0,46.6,47.3,537,12.0,19.3,12.6,17.3,006300
1400000US36005006400,"Census Tract 64, Bronx County, New York",2750,51.7,48.3,46.1,66.9,79.5,54.5,42.2,22.3,26.0,20.2,16.0,3.9,31.4,12.8,2.7,34604,44478,27.7,17536,32740,35099,48029,91.1,52.6,55.0,321,8.9,10.4,0.0,13.7,006400
1400000US36005006500,"Census Tract 65, Bronx County, New York",3921,59.8,40.2,49.3,63.1,62.4,68.6,40.1,11.1,51.5,21.4,12.8,9.2,26.1,21.3,1.8,23737,32185,43.0,12754,20689,31742,30349,82.7,27.2,58.6,921,17.3,27.0,15.3,22.0,006500
1400000US36005006700,"Census Tract 67, Bronx County, New York",5372,51.2,48.8,35.1,36.3,81.2,67.0,39.7,17.6,41.0,18.6,17.0,5.5,28.9,19.5,1.7,22662,75907,58.2,25733,21707,26743,25631,86.2,22.9,69.8,1004,13.8,25.1,21.1,20.0,006700
1400000US36005006800,"Census Tract 68, Bronx County, New York",2467,64.5,35.5,45.1,77.7,58.0,69.6,44.2,26.3,36.7,18.4,7.6,10.3,31.6,20.0,2.9,52228,62006,23.1,20507,27875,40208,35985,85.0,46.3,52.6,494,15.0,23.6,38.1,21.9,006800
1400000US36005006900,"Census Tract 69, Bronx County, New York",5801,57.1,42.9,50.2,56.4,51.4,64.9,38.8,25.0,31.3,27.8,12.0,4.3,33.2,8.4,6.6,30089,45303,39.9,17276,26258,41530,50146,93.0,34.8,62.2,569,7.0,9.5,13.7,16.6,006900
1400000US36005007000,"Census Tract 70, Bronx County, New York",3617,56.0,44.0,46.5,41.3,61.9,73.2,48.9,20.0,29.7,19.5,12.5,4.8,26.5,9.6,2.5,39662,59176,33.8,18324,23571,27568,40432,89.6,50.6,56.1,475,10.4,20.2,10.2,10.0,007000
1400000US36005007100,"Census Tract 71, Bronx County, New York",2075,67.9,32.1,59.9,55.9,74.1,60.5,46.2,29.3,26.3,26.1,12.4,4.3,29.1,12.4,8.8,41875,58517,36.8,22817,32643,41789,42411,93.0,50.7,49.7,187,7.0,8.8,9.2,15.8,007100
1400000US36005007200,"Census Tract 72, Bronx County, New York",4575,56.7,43.3,41.1,55.0,45.8,52.1,43.3,26.0,26.8,31.2,8.6,8.9,22.7,17.1,1.0,39154,55536,31.4,16829,25335,33947,44964,88.9,43.9,54.3,655,11.1,17.9,26.2,16.4,007200
1400000US36005007300,"Census Tract 73, Bronx County, New York",3070,50.7,49.3,41.5,48.8,60.2,62.2,44.8,13.0,46.7,22.1,6.6,7.0,35.9,25.3,0.6,20595,29144,55.7,10225,20222,25121,25848,81.0,23.3,62.0,821,19.0,33.0,0.0,32.0,007300
1400000US36005007400,"Census Tract 74, Bronx County, New York",2706,59.0,41.0,54.8,72.6,62.7,40.6,51.4,23.1,33.4,26.4,12.8,12.3,40.3,5.6,8.7,38490,55697,25.1,23465,35117,42104,39167,93.3,56.2,46.5,222,6.7,7.5,42.0,7.7,007400
1400000US36005007500,"Census Tract 75, Bronx County, New York",4467,54.7,45.3,48.6,67.0,72.4,73.5,50.0,17.3,37.6,32.4,6.9,12.3,30.5,18.6,1.5,30577,38842,46.8,15397,27354,38000,35037,88.9,36.3,60.1,679,11.1,19.6,30.0,6.5,007500
1400000US36005007600,"Census Tract 76, Bronx County, New York",4199,56.8,43.2,43.1,75.7,68.6,64.9,43.8,15.6,33.9,16.9,17.7,4.3,25.9,22.7,0.7,35369,43795,39.5,14390,22164,27123,31085,82.8,35.5,60.1,938,17.2,26.3,17.0,25.7,007600
1400000US36005007700,"Census Tract 77, Bronx County, New York",1496,57.4,42.6,50.4,90.5,87.5,54.9,42.2,25.6,22.0,24.4,10.2,6.0,25.2,12.6,2.5,39934,47465,29.3,15198,21034,26563,30833,90.5,39.0,60.6,193,9.5,16.1,23.3,13.1,007700
1400000US36005007800,"Census Tract 78, Bronx County, New York",5428,58.1,41.9,49.5,68.2,62.6,64.1,46.1,19.8,33.4,27.2,12.5,8.3,20.4,20.3,2.1,44144,62570,38.8,19811,27942,29913,50168,87.7,44.2,50.5,867,12.3,19.9,15.3,15.1,007800
1400000US36005007900,"Census Tract 79, Bronx County, New York",5020,53.1,46.9,39.1,50.2,47.4,62.2,41.3,15.1,39.9,18.3,17.7,9.5,29.3,18.9,0.9,25589,34545,62.7,12613,22677,30109,26719,91.4,20.2,79.4,606,8.6,23.4,7.1,3.0,007900
1400000US36005008300,"Census Tract 83, Bronx County, New York",4971,65.0,35.0,49.8,82.1,83.3,73.2,47.8,17.9,31.9,26.6,15.5,8.0,23.2,14.1,4.2,29939,45664,45.2,15764,21550,33043,40018,86.6,26.4,64.8,875,13.4,23.2,12.0,10.4,008300
1400000US36005008400,"Census Tract 84, Bronx County, New York",2136,65.6,34.4,48.9,55.3,60.8,49.5,42.5,31.6,21.2,24.2,10.5,9.9,30.1,8.3,7.5,83605,92282,21.4,26729,40435,54583,39688,95.0,65.1,39.1,138,5.0,4.6,5.2,12.6,008400
1400000US36005008500,"Census Tract 85, Bronx County, New York",4481,56.1,43.9,45.0,59.3,63.9,73.2,42.5,24.1,35.7,21.8,16.4,5.0,28.1,18.7,6.5,30158,47267,47.0,17990,22922,32093,30625,84.9,30.0,60.2,901,15.1,23.9,15.5,20.5,008500
1400000US36005008600,"Census Tract 86, Bronx County, New York",3046,49.1,50.9,50.3,81.4,77.2,79.7,51.0,19.4,35.2,23.3,11.8,1.5,33.0,16.5,1.5,23559,47225,54.2,18328,24885,38523,31204,94.0,49.7,67.4,238,6.0,12.5,32.9,5.1,008600
1400000US36005008700,"Census Tract 87, Bronx County, New York",4767,54.3,45.7,44.1,72.6,64.1,74.9,46.8,18.7,39.9,22.5,12.6,11.1,32.0,13.0,1.1,26378,34863,45.0,12595,22161,35167,26797,87.1,32.8,60.0,777,12.9,14.8,37.6,20.2,008700
1400000US36005008900,"Census Tract 89, Bronx County, New York",2418,50.9,49.1,37.3,27.6,20.3,53.3,38.7,19.0,32.9,18.2,21.0,16.3,28.8,10.4,1.8,24816,37479,55.4,14802,29048,31440,30857,90.1,25.8,67.5,316,9.9,14.3,5.1,25.4,008900
1400000US36005009000,"Census Tract 90, Bronx County, New York",2823,38.8,61.2,31.1,49.3,49.5,58.6,49.7,34.2,34.5,16.5,8.9,6.4,46.4,13.1,8.1,26771,58238,39.6,21012,34089,48393,40027,91.9,51.3,62.8,295,8.1,11.6,0.0,15.6,009000
1400000US36005009200,"Census Tract 92, Bronx County, New York",4707,68.2,31.8,55.1,60.7,77.5,64.9,49.0,21.4,36.5,21.4,13.7,8.4,31.6,11.2,1.7,46421,62081,34.2,19838,23258,45000,30614,95.1,43.3,57.0,298,4.9,4.8,9.4,11.9,009200
1400000US36005009300,"Census Tract 93, Bronx County, New York",4779,45.0,55.0,42.3,25.4,62.4,52.7,42.7,23.4,39.0,13.3,12.4,20.4,30.1,6.0,0.0,33708,42549,42.2,13511,27385,38243,30455,83.0,30.7,57.1,924,17.0,30.7,15.4,18.2,009300
1400000US36005009600,"Census Tract 96, Bronx County, New York",2134,52.4,47.6,43.7,51.7,65.9,49.7,41.8,29.0,28.6,26.8,13.2,5.8,33.7,13.5,3.5,47917,59327,34.9,18291,30326,43333,37353,94.9,49.8,55.2,126,5.1,8.3,3.3,6.3,009600
1400000US36005009800,"Census Tract 98, Bronx County, New York",3912,64.9,35.1,57.5,100.0,81.2,38.0,46.1,29.5,25.2,24.7,13.2,5.5,28.9,12.7,7.0,64500,78298,23.9,28757,37351,41497,45139,94.9,64.6,41.7,244,5.1,9.4,0.0,0.0,009800
1400000US36005011000,"Census Tract 110, Bronx County, New York",0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,011000
1400000US36005011502,"Census Tract 115.02, Bronx County, New York",2983,57.1,42.9,47.1,66.0,68.3,61.9,48.8,12.5,40.3,24.5,15.6,5.6,34.0,10.0,2.1,23345,47507,60.1,14583,20995,32734,25972,89.8,23.8,71.5,453,10.2,17.6,33.7,11.9,011502
1400000US36005011700,"Census Tract 117, Bronx County, New York",1209,59.2,40.8,41.7,62.4,58.4,64.0,47.8,18.0,41.7,24.2,15.0,12.8,29.6,19.5,2.2,23149,31714,40.6,11706,19914,25163,38075,91.5,29.3,75.0,135,8.5,15.9,11.6,9.5,011700
1400000US36005011800,"Census Tract 118, Bronx County, New York",4705,49.6,50.4,48.3,92.3,78.5,27.0,37.1,39.3,13.7,27.6,10.1,8.0,35.0,11.4,7.5,84063,97027,2.9,31302,36370,63780,53833,95.9,84.1,23.2,220,4.1,5.1,18.3,5.6,011800
1400000US36005011900,"Census Tract 119, Bronx County, New York",4129,54.9,45.1,41.0,64.1,49.4,72.3,41.9,10.4,49.2,17.5,17.9,4.7,30.5,21.0,1.9,28364,38595,52.0,14274,21984,26776,27470,86.6,25.0,66.7,742,13.4,28.0,11.2,13.5,011900
1400000US36005012101,"Census Tract 121.01, Bronx County, New York",2237,60.1,39.9,47.4,72.9,80.2,73.1,45.3,22.2,30.4,31.4,10.5,8.2,33.2,13.1,5.1,35588,46275,30.7,16221,21843,26875,36458,84.9,33.9,58.3,438,15.1,24.5,25.7,15.7,012101
1400000US36005012102,"Census Tract 121.02, Bronx County, New York",1216,49.1,50.9,45.8,75.6,58.8,73.8,44.0,20.7,41.2,18.2,16.4,6.6,23.6,9.4,0.0,22396,28173,55.0,10243,15972,41429,22583,83.8,14.0,70.5,245,16.2,18.4,34.7,24.0,012102
1400000US36005012300,"Census Tract 123, Bronx County, New York",3234,55.1,44.9,56.1,91.0,80.4,64.1,42.0,34.4,30.7,15.2,10.8,10.2,36.9,9.5,0.8,29089,54826,50.3,21485,25741,24549,38380,95.5,40.6,61.2,183,4.5,6.9,0.0,7.3,012300
1400000US36005012500,"Census Tract 125, Bronx County, New York",3184,59.0,41.0,54.5,68.7,71.8,52.4,39.1,32.5,32.1,14.9,15.0,12.3,32.3,7.7,3.6,32500,49077,43.1,16743,26736,32460,32324,91.8,38.5,60.9,346,8.2,10.1,19.9,13.0,012500
1400000US36005012701,"Census Tract 127.01, Bronx County, New York",1496,48.9,51.1,47.0,59.1,45.7,80.7,44.9,13.1,33.5,30.5,15.9,5.2,29.0,18.5,3.5,21322,32145,62.9,13931,21605,28983,28009,95.6,30.4,71.2,80,4.4,5.0,50.0,2.8,012701
1400000US36005012901,"Census Tract 129.01, Bronx County, New York",3003,48.2,51.8,38.4,49.5,64.7,70.5,49.0,23.3,41.1,23.5,6.5,12.8,27.2,13.4,1.2,25204,37630,55.7,14935,23690,39402,26882,93.7,28.3,71.0,262,6.3,13.6,6.1,1.7,012901
1400000US36005013000,"Census Tract 130, Bronx County, New York",1287,72.3,27.7,58.8,91.5,93.3,25.1,44.4,31.1,16.8,30.7,13.4,9.5,32.4,3.6,6.5,96938,123071,15.1,41380,39583,56786,65066,98.4,73.4,33.4,24,1.6,1.2,0.0,0.0,013000
1400000US36005013100,"Census Tract 131, Bronx County, New York",3696,58.9,41.1,50.7,70.1,61.5,58.7,45.8,25.1,34.6,23.7,13.7,11.5,35.2,11.2,3.6,31250,44444,42.5,15476,28345,35321,34922,93.3,37.6,61.2,339,6.7,7.9,18.0,13.1,013100
1400000US36005013200,"Census Tract 132, Bronx County, New York",5620,70.2,29.8,61.9,97.3,78.3,32.8,44.2,44.6,21.2,18.2,6.6,10.4,39.0,11.1,8.5,116013,122464,11.2,43991,61186,74384,64384,97.7,82.3,30.5,168,2.3,0.7,21.6,11.9,013200
1400000US36005013300,"Census Tract 133, Bronx County, New York",4874,50.8,49.2,39.8,45.6,71.4,65.2,42.3,14.7,40.3,25.2,11.5,12.7,34.8,19.7,5.7,22182,48220,41.7,20033,29021,35700,34470,89.6,40.5,57.3,621,10.4,13.6,42.1,6.1,013300
1400000US36005013500,"Census Tract 135, Bronx County, New York",2631,53.7,46.3,47.8,81.6,73.7,64.9,43.6,22.0,44.1,17.3,12.9,7.6,30.3,10.2,5.3,22321,41819,49.0,17754,22205,41875,-,91.2,30.4,71.6,313,8.8,18.5,0.0,12.1,013500
1400000US36005013800,"Census Tract 138, Bronx County, New York",2101,62.1,37.9,56.4,100.0,39.2,24.9,36.4,30.6,12.7,27.6,10.5,3.2,29.5,17.5,8.0,77586,79118,14.3,34319,41953,77917,53381,90.1,69.4,35.8,256,9.9,11.8,43.5,8.0,013800
1400000US36005014100,"Census Tract 141, Bronx County, New York",4316,61.5,38.5,45.5,72.6,71.6,70.9,41.0,14.9,43.9,18.4,17.6,13.1,34.5,6.0,3.6,31311,55263,43.6,21387,22656,30381,38454,90.6,41.5,55.6,549,9.4,14.8,27.8,14.6,014100
1400000US36005014300,"Census Tract 143, Bronx County, New York",1065,53.2,46.8,47.4,72.6,81.6,69.7,45.1,21.6,55.4,8.2,8.8,12.8,40.7,15.4,0.0,15455,23031,55.3,10872,20088,22176,26007,93.8,29.7,68.1,87,6.2,15.0,0.0,2.7,014300
1400000US36005014400,"Census Tract 144, Bronx County, New York",4276,51.8,48.2,41.2,28.2,88.9,53.0,57.0,24.9,33.8,23.4,13.6,4.2,35.7,11.9,8.9,22970,44753,44.9,19450,24855,57691,41806,92.1,44.1,59.9,438,7.9,7.2,39.4,17.0,014400
1400000US36005014500,"Census Tract 145, Bronx County, New York",5544,52.3,47.7,44.7,85.7,33.6,66.2,52.0,9.7,48.7,19.2,16.4,9.3,25.0,12.9,4.2,29242,49046,61.1,16627,24234,41018,28750,93.7,31.5,74.9,491,6.3,12.8,1.2,3.4,014500
1400000US36005014701,"Census Tract 147.01, Bronx County, New York",4996,47.1,52.9,41.5,87.9,62.2,63.1,43.1,23.7,50.2,14.3,8.2,10.8,43.7,3.4,2.9,14927,25048,61.2,7909,13412,27261,32375,93.9,25.5,78.9,431,6.1,11.4,5.8,10.4,014701
1400000US36005014702,"Census Tract 147.02, Bronx County, New York",3909,49.7,50.3,46.1,68.9,66.3,84.6,48.1,11.8,56.2,20.5,6.0,8.3,36.8,14.3,0.0,21893,32978,61.9,10975,19060,27111,35433,92.5,28.9,71.4,399,7.5,12.2,10.3,6.3,014702
1400000US36005014900,"Census Tract 149, Bronx County, New York",3638,56.4,43.6,44.7,61.2,59.8,61.9,39.4,18.9,39.8,18.1,17.5,9.1,35.9,11.5,5.5,28008,40503,48.9,14643,22648,36799,28523,89.2,39.4,62.7,493,10.8,15.9,31.3,12.9,014900
1400000US36005015100,"Census Tract 151, Bronx County, New York",3740,64.9,35.1,59.2,85.6,86.2,65.7,50.6,20.2,41.8,20.4,13.8,8.2,43.2,8.2,1.3,33700,48263,37.5,17516,26093,35463,32245,85.4,40.8,51.7,733,14.6,23.9,22.3,13.0,015100
1400000US36005015200,"Census Tract 152, Bronx County, New York",2051,64.5,35.5,55.8,54.1,81.9,31.9,38.9,36.7,26.9,20.8,8.7,3.5,49.0,12.4,7.9,70917,84432,13.6,30863,38846,57955,55329,93.4,71.7,40.3,170,6.6,6.8,8.3,16.6,015200
1400000US36005015300,"Census Tract 153, Bronx County, New York",3504,55.5,44.5,42.8,48.8,70.5,51.2,39.4,26.1,30.4,20.9,15.2,10.3,33.7,10.4,1.3,17438,50426,48.4,17739,25543,34318,37031,91.7,29.5,68.8,407,8.3,11.1,26.2,13.7,015300
1400000US36005015500,"Census Tract 155, Bronx County, New York",2147,56.5,43.5,44.4,77.0,85.5,64.2,41.6,10.6,48.9,20.5,14.2,4.9,36.3,14.5,0.0,19850,31410,51.1,12924,19803,26188,26157,86.9,53.6,71.3,377,13.1,20.8,37.6,19.7,015500
1400000US36005015700,"Census Tract 157, Bronx County, New York",3503,64.5,35.5,57.1,84.4,78.2,75.0,43.4,17.6,33.7,24.2,10.5,3.9,31.1,7.8,2.1,33864,49913,45.3,19345,24119,40855,23189,91.1,50.6,58.7,392,8.9,13.2,16.1,0.8,015700
1400000US36005015800,"Census Tract 158, Bronx County, New York",863,57.2,42.8,53.6,80.7,91.7,47.8,42.4,30.7,20.7,27.4,15.6,6.7,19.7,5.8,3.9,43661,59384,7.2,26554,30893,48636,52115,96.2,68.2,45.7,41,3.8,6.4,0.0,13.2,015800
1400000US36005015900,"Census Tract 159, Bronx County, New York",1594,38.5,61.5,34.9,42.5,57.9,68.2,44.0,27.1,26.4,17.9,13.6,13.6,26.1,11.8,3.5,17778,33224,65.9,12241,24313,31406,41118,85.0,26.5,66.1,296,15.0,20.5,12.8,26.1,015900
1400000US36005016000,"Census Tract 160, Bronx County, New York",3183,64.0,36.0,56.6,100.0,83.7,25.4,38.7,31.6,20.2,33.1,9.8,13.4,30.6,5.8,4.3,74531,86937,6.2,36032,39591,63380,45313,89.0,71.8,34.6,426,11.0,17.5,65.0,7.5,016000
