station_code,station,GTFS_stop_id,C/A,line_name,NTACode,NTAName,geometry,lat,long,unit
N025R102,125 ST,A15,N025,ACBD,MN11,Central Harlem South,POINT (-73.952343 40.811109),40.811109,-73.952343,R102
N026R102,125 ST,A15,N026,ACBD,MN11,Central Harlem South,POINT (-73.952343 40.811109),40.811109,-73.952343,R102
N029R333,116 ST,A16,N029,BC,MN11,Central Harlem South,POINT (-73.954882 40.805085),40.805085,-73.954882,R333
N030R333,116 ST,A16,N030,BC,MN11,Central Harlem South,POINT (-73.954882 40.805085),40.805085,-73.954882,R333
N034R334,CATHEDRAL PKWY,A17,N034,BC,MN11,Central Harlem South,POINT (-73.958161 40.800603),40.800603,-73.958161,R334
N035R334,CATHEDRAL PKWY,A17,N035,BC,MN11,Central Harlem South,POINT (-73.958161 40.800603),40.800603,-73.958161,R334
N037R314,103 ST,A18,N037,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.961454 40.796092),40.796092,-73.961454,R314
N039R251,96 ST,A19,N039,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.96469599999999 40.791642),40.791641999999996,-73.96469599999999,R251
N040R251,96 ST,A19,N040,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.96469599999999 40.791642),40.791641999999996,-73.96469599999999,R251
N043R186,86 ST,A20,N043,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.96891600000001 40.785868),40.785868,-73.96891600000001,R186
N044R187,81 ST-MUSEUM,A21,N044,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.972143 40.781433),40.781433,-73.972143,R187
N045R187,81 ST-MUSEUM,A21,N045,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.972143 40.781433),40.781433,-73.972143,R187
N046R281,72 ST,A22,N046,BC,MN99,park-cemetery-etc-Manhattan,POINT (-73.97641 40.775594),40.775594,-73.97641,R281
N049R084,59 ST COLUMBUS,A24,N049,ABCD1,MN14,Lincoln Square,POINT (-73.981736 40.768296),40.768296,-73.981736,R084
N051R084,59 ST COLUMBUS,A24,N051,ABCD1,MN14,Lincoln Square,POINT (-73.981736 40.768296),40.768296,-73.981736,R084
N056R188,50 ST,A25,N056,CE,MN17,Midtown-Midtown South,POINT (-73.985984 40.762456),40.762456,-73.985984,R188
N057R188,50 ST,A25,N057,CE,MN17,Midtown-Midtown South,POINT (-73.985984 40.762456),40.762456,-73.985984,R188
N060R010,42 ST-PORT AUTH,R16,N060,ACENGRS1237W,MN17,Midtown-Midtown South,POINT (-73.986754 40.754672),40.754672,-73.986754,R010
N062AR010,42 ST-PORT AUTH,R16,N062A,ACENQRS1237W,MN17,Midtown-Midtown South,POINT (-73.986754 40.754672),40.754672,-73.986754,R010
N062R011,42 ST-PORT AUTH,R16,N062,ACENQRS1237W,MN17,Midtown-Midtown South,POINT (-73.986754 40.754672),40.754672,-73.986754,R011
N063AR011,42 ST-PORT AUTH,A27,N063A,ACENQRS1237W,MN17,Midtown-Midtown South,POINT (-73.989735 40.757308),40.757308,-73.989735,R011
N063R011,42 ST-PORT AUTH,A27,N063,ACENQRS1237W,MN17,Midtown-Midtown South,POINT (-73.989735 40.757308),40.757308,-73.989735,R011
N067R012,34 ST-PENN STA,A28,N067,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R012
N068R012,34 ST-PENN STA,A28,N068,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R012
N069R013,34 ST-PENN STA,A28,N069,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R013
N070R012,34 ST-PENN STA,A28,N070,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R012
N071R013,34 ST-PENN STA,A28,N071,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R013
N072R012,34 ST-PENN STA,A28,N072,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R012
N073R013,34 ST-PENN STA,A28,N073,ACE,MN17,Midtown-Midtown South,POINT (-73.993391 40.752287),40.752287,-73.993391,R013
N075R111,23 ST,A30,N075,CE,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.998041 40.745906),40.745906,-73.998041,R111
N076R111,23 ST,A30,N076,CE,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.998041 40.745906),40.745906,-73.998041,R111
N077R111,23 ST,A30,N077,CE,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.998041 40.745906),40.745906,-73.998041,R111
N078R175,14 ST,A31,N078,ACEL,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-74.00169 40.740893),40.740893,-74.00169,R175
N080R138,W 4 ST-WASH SQ,A32,N080,ABCDEFM,MN23,West Village,POINT (-74.000495 40.732338),40.732338,-74.000495,R138
N083R138,W 4 ST-WASH SQ,A32,N083,ABCDEFM,MN23,West Village,POINT (-74.000495 40.732338),40.732338,-74.000495,R138
N086R282,SPRING ST,A33,N086,CE,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.003739 40.726227),40.726227,-74.003739,R282
N087R282,SPRING ST,A33,N087,CE,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.003739 40.726227),40.726227,-74.003739,R282
N089R139,CANAL ST,A34,N089,ACE,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.005229 40.720824),40.720824,-74.005229,R139
N090R139,CANAL ST,A34,N090,ACE,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.005229 40.720824),40.720824,-74.005229,R139
N091R029,CHAMBERS ST,A36,N091,ACE23,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.008585 40.714111),40.714110999999995,-74.008585,R029
N092R029,CHAMBERS ST,A36,N092,ACE23,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.008585 40.714111),40.714110999999995,-74.008585,R029
N094R029,WORLD TRADE CTR,E01,N094,ACE23,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-74.009781 40.712582),40.712582,-74.009781,R029
N095AR014,FULTON ST,A38,N095A,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00769100000001 40.71019699999999),40.710196999999994,-74.00769100000001,R014
N095R014,FULTON ST,A38,N095,ACJZ2345,MN25,Battery Park City-Lower Manhattan,POINT (-74.00769100000001 40.71019699999999),40.710196999999994,-74.00769100000001,R014
N098R028,FULTON ST,A38,N098,2345ACJZ,MN25,Battery Park City-Lower Manhattan,POINT (-74.00769100000001 40.71019699999999),40.710196999999994,-74.00769100000001,R028
N100R252,HIGH ST,A40,N100,AC,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.990531 40.699337),40.699337,-73.990531,R252
N101R252,HIGH ST,A40,N101,AC,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.990531 40.699337),40.699337,-73.990531,R252
N102R127,JAY ST-METROTEC,A41,N102,ACF,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.987342 40.692338),40.692338,-73.987342,R127
N103R127,JAY ST-METROTEC,A41,N103,ACF,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.987342 40.692338),40.692338,-73.987342,R127
N108R217,HOYT-SCHER,A42,N108,ACG,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,POINT (-73.985001 40.688484),40.688484,-73.985001,R217
N110R283,LAFAYETTE AV,A43,N110,C,BK68,Fort Greene,POINT (-73.973946 40.686113),40.686113,-73.973946,R283
N111R284,CLINTON-WASH AV,A44,N111,C,BK69,Clinton Hill,POINT (-73.96583800000001 40.683263),40.683263000000004,-73.965838,R284
N112AR284,CLINTON-WASH AV,A44,N112A,C,BK69,Clinton Hill,POINT (-73.96583800000001 40.683263),40.683263000000004,-73.965838,R284
N113R297,FRANKLIN AV,A45,N113,ACS,BK69,Clinton Hill,POINT (-73.95684799999999 40.68138),40.68138,-73.956848,R297
N114R297,FRANKLIN AV,A45,N114,ACS,BK69,Clinton Hill,POINT (-73.95684799999999 40.68138),40.68138,-73.956848,R297
N116R198,NOSTRAND AV,A46,N116,AC,BK61,Crown Heights North,POINT (-73.95042600000001 40.680438),40.680438,-73.95042600000001,R198
N117R198,NOSTRAND AV,A46,N117,AC,BK61,Crown Heights North,POINT (-73.95042600000001 40.680438),40.680438,-73.95042600000001,R198
N118R199,KINGSTON-THROOP,A47,N118,C,BK61,Crown Heights North,POINT (-73.94085799999999 40.679921),40.679921,-73.94085799999999,R199
N119R199,KINGSTON-THROOP,A47,N119,C,BK61,Crown Heights North,POINT (-73.94085799999999 40.679921),40.679921,-73.94085799999999,R199
N120AR153,UTICA AV,A48,N120A,AC,BK61,Crown Heights North,POINT (-73.930729 40.679364),40.679364,-73.930729,R153
N120R153,UTICA AV,A48,N120,AC,BK61,Crown Heights North,POINT (-73.930729 40.679364),40.679364,-73.930729,R153
N121BR438,RALPH AV,A49,N121B,C,BK79,Ocean Hill,POINT (-73.92078599999999 40.678822),40.678822,-73.92078599999999,R438
N122R439,ROCKAWAY AV,A50,N122,C,BK79,Ocean Hill,POINT (-73.911946 40.67834000000001),40.678340000000006,-73.911946,R439
N123BR439,ROCKAWAY AV,A50,N123B,C,BK79,Ocean Hill,POINT (-73.911946 40.67834000000001),40.678340000000006,-73.911946,R439
N124R103,BROADWAY JCT,A51,N124,ACJLZ,BK79,Ocean Hill,POINT (-73.905316 40.678334),40.678334,-73.905316,R103
N125R440,LIBERTY AV,A52,N125,C,BK82,East New York,POINT (-73.896548 40.674542),40.674541999999995,-73.896548,R440
N126R441,VAN SICLEN AVE,A53,N126,C,BK82,East New York,POINT (-73.89035799999999 40.67271),40.672709999999995,-73.89035799999999,R441
N127R442,SHEPHERD AV,A54,N127,C,BK82,East New York,POINT (-73.88075000000001 40.67413),40.67413,-73.88075,R442
N128R200,EUCLID AV,A55,N128,AC,BK82,East New York,POINT (-73.872106 40.675377),40.675377000000005,-73.872106,R200
N129R382,GRANT AV,A57,N129,A,BK83,Cypress Hills-City Line,POINT (-73.86505 40.677044),40.677044,-73.86505,R382
N130R383,80 ST,A59,N130,A,QN56,Ozone Park,POINT (-73.858992 40.679371),40.679371,-73.858992,R383
N131R383,80 ST,A59,N131,A,QN56,Ozone Park,POINT (-73.858992 40.679371),40.679371,-73.858992,R383
N133R384,88 ST,A60,N133,A,QN56,Ozone Park,POINT (-73.85146999999999 40.679843),40.679843,-73.85146999999999,R384
N134R385,ROCKAWAY BLVD,A61,N134,A,QN56,Ozone Park,POINT (-73.843853 40.680429),40.680429,-73.843853,R385
N135R385,ROCKAWAY BLVD,A61,N135,A,QN56,Ozone Park,POINT (-73.843853 40.680429),40.680429,-73.843853,R385
N137R354,104 ST,A63,N137,A,QN55,South Ozone Park,POINT (-73.837683 40.681711),40.681711,-73.837683,R354
N138R355,111 ST,A64,N138,A,QN55,South Ozone Park,POINT (-73.83216299999999 40.684331),40.684331,-73.832163,R355
N139R355,111 ST,A64,N139,A,QN55,South Ozone Park,POINT (-73.83216299999999 40.684331),40.684331,-73.832163,R355
N141R356,OZONE PK LEFFRT,A65,N141,A,QN55,South Ozone Park,POINT (-73.82579799999999 40.685951),40.685951,-73.82579799999999,R356
N181AR464,AQUEDUCT RACETR,H01,N181A,A,QN56,Ozone Park,POINT (-73.83591899999999 40.67209699999999),40.672096999999994,-73.83591899999999,R464
N181R357,AQUEDUCT N.COND,H02,N181,A,QN56,Ozone Park,POINT (-73.834058 40.66823400000001),40.668234000000005,-73.834058,R357
N182R414,HOWARD BCH JFK,H03,N182,A,QN98,Airport,POINT (-73.83030100000001 40.660476),40.660476,-73.830301,R414
N183R415,BROAD CHANNEL,H04,N183,AS,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,POINT (-73.81592499999999 40.608382),40.608382,-73.815925,R415
N184R416,BEACH 90 ST,H12,N184,AS,QN12,Hammels-Arverne-Edgemere,POINT (-73.813641 40.588034),40.588034,-73.813641,R416
N185R417,BEACH 98 ST,H13,N185,AS,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,POINT (-73.82055799999999 40.585307),40.585307,-73.82055799999999,R417
N186R418,BEACH 105 ST,H14,N186,AS,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,POINT (-73.82755899999999 40.583209),40.583209000000004,-73.827559,R418
N187R419,ROCKAWAY PARK B,H15,N187,AS,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,POINT (-73.83559200000001 40.580903),40.580903,-73.835592,R419
N191R335,BEACH 67 ST,H06,N191,A,QN12,Hammels-Arverne-Edgemere,POINT (-73.796924 40.590927),40.590927,-73.796924,R335
N192R336,BEACH 60 ST,H07,N192,A,QN12,Hammels-Arverne-Edgemere,POINT (-73.788522 40.592374),40.592374,-73.788522,R336
N193R337,BEACH 44 ST,H08,N193,A,QN12,Hammels-Arverne-Edgemere,POINT (-73.77601300000001 40.592943),40.592943,-73.776013,R337
N194R338,BEACH 36 ST,H09,N194,A,QN12,Hammels-Arverne-Edgemere,POINT (-73.768175 40.595398),40.595397999999996,-73.768175,R338
N195R358,BEACH 25 ST,H10,N195,A,QN15,Far Rockaway-Bayswater,POINT (-73.761353 40.600066),40.600066,-73.761353,R358
N196R285,FAR ROCKAWAY,H11,N196,A,QN15,Far Rockaway-Bayswater,POINT (-73.75540500000001 40.603995),40.603995,-73.75540500000001,R285
N202R315,155 ST,D12,N202,BD,MN03,Central Harlem North-Polo Grounds,POINT (-73.938209 40.830135),40.830135,-73.938209,R315
N203R195,161/YANKEE STAD,D11,N203,BD4,BX63,West Concourse,POINT (-73.925651 40.827905),40.827905,-73.925651,R195
N205R195,161/YANKEE STAD,D11,N205,BD4,BX63,West Concourse,POINT (-73.925651 40.827905),40.827905,-73.925651,R195
N206R104,167 ST,D10,N206,BD,BX63,West Concourse,POINT (-73.91844 40.833771),40.833771,-73.91844,R104
N207R104,167 ST,D10,N207,BD,BX63,West Concourse,POINT (-73.91844 40.833771),40.833771,-73.91844,R104
N208R443,170 ST,D09,N208,BD,BX14,East Concourse-Concourse Village,POINT (-73.9134 40.839306),40.839306,-73.9134,R443
N209R443,170 ST,D09,N209,BD,BX14,East Concourse-Concourse Village,POINT (-73.9134 40.839306),40.839306,-73.9134,R443
N210R253,174-175 STS,D08,N210,BD,BX41,Mount Hope,POINT (-73.91013599999999 40.8459),40.8459,-73.910136,R253
N212R253,174-175 STS,D08,N212,BD,BX41,Mount Hope,POINT (-73.91013599999999 40.8459),40.8459,-73.910136,R253
N213R154,TREMONT AV,D07,N213,BD,BX41,Mount Hope,POINT (-73.905227 40.85041),40.85041,-73.905227,R154
N215R237,182-183 STS,D06,N215,BD,BX40,Fordham South,POINT (-73.900741 40.856093),40.856093,-73.900741,R237
N217R112,FORDHAM RD,D05,N217,BD,BX05,Bedford Park-Fordham North,POINT (-73.897749 40.861296),40.861296,-73.897749,R112
N218R112,FORDHAM RD,D05,N218,BD,BX05,Bedford Park-Fordham North,POINT (-73.897749 40.861296),40.861296,-73.897749,R112
N220R155,KINGSBRIDGE RD,D04,N220,BD,BX05,Bedford Park-Fordham North,POINT (-73.89350899999999 40.866978),40.866978,-73.893509,R155
N221R155,KINGSBRIDGE RD,D04,N221,BD,BX05,Bedford Park-Fordham North,POINT (-73.89350899999999 40.866978),40.866978,-73.893509,R155
N222R156,BEDFORD PK BLVD,D03,N222,BD,BX05,Bedford Park-Fordham North,POINT (-73.88713800000001 40.873244),40.873244,-73.88713800000001,R156
N223R156,BEDFORD PK BLVD,D03,N223,BD,BX05,Bedford Park-Fordham North,POINT (-73.88713800000001 40.873244),40.873244,-73.88713800000001,R156
N224R157,NORWOOD 205 ST,D01,N224,D,BX43,Norwood,POINT (-73.878855 40.874811),40.874811,-73.878855,R157
N225R157,NORWOOD 205 ST,D01,N225,D,BX43,Norwood,POINT (-73.878855 40.874811),40.874811,-73.878855,R157
N300R113,7 AV,D14,N300,BDE,MN17,Midtown-Midtown South,POINT (-73.98163700000001 40.762862),40.762862,-73.981637,R113
N301R113,7 AV,D14,N301,BDE,MN17,Midtown-Midtown South,POINT (-73.98163700000001 40.762862),40.762862,-73.981637,R113
N303R015,5 AV/53 ST,F12,N303,EM,MN17,Midtown-Midtown South,POINT (-73.975224 40.760167),40.760166999999996,-73.975224,R015
N304R015,5 AV/53 ST,F12,N304,EM,MN17,Midtown-Midtown South,POINT (-73.975224 40.760167),40.760166999999996,-73.975224,R015
N305AR016,LEXINGTON AV/53,F11,N305A,EM6,MN19,Turtle Bay-East Midtown,POINT (-73.96905500000001 40.757552),40.757552000000004,-73.96905500000001,R016
N305R017,LEXINGTON AV/53,F11,N305,EM6,MN19,Turtle Bay-East Midtown,POINT (-73.96905500000001 40.757552),40.757552000000004,-73.96905500000001,R017
N306R017,LEXINGTON AV/53,F11,N306,EM6,MN19,Turtle Bay-East Midtown,POINT (-73.96905500000001 40.757552),40.757552000000004,-73.96905500000001,R017
N307R359,COURT SQ-23 ST,G22,N307,EMG,QN31,Hunters Point-Sunnyside-West Maspeth,POINT (-73.943832 40.746554),40.746553999999996,-73.943832,R359
N309AR140,QUEENS PLAZA,G21,N309A,EMR,QN31,Hunters Point-Sunnyside-West Maspeth,POINT (-73.93724300000001 40.748973),40.748973,-73.93724300000001,R140
N310R140,QUEENS PLAZA,G21,N310,EMR,QN31,Hunters Point-Sunnyside-West Maspeth,POINT (-73.93724300000001 40.748973),40.748973,-73.93724300000001,R140
N311R339,36 ST,G20,N311,MR,QN31,Hunters Point-Sunnyside-West Maspeth,POINT (-73.928781 40.752039),40.752039,-73.928781,R339
N312R339,36 ST,G20,N312,MR,QN31,Hunters Point-Sunnyside-West Maspeth,POINT (-73.928781 40.752039),40.752039,-73.928781,R339
N314R238,STEINWAY ST,G19,N314,MR,QN70,Astoria,POINT (-73.92074000000001 40.756879),40.756879,-73.92074000000001,R238
N315R238,STEINWAY ST,G19,N315,MR,QN70,Astoria,POINT (-73.92074000000001 40.756879),40.756879,-73.92074000000001,R238
N316AR267,46 ST,G18,N316A,MR,QN70,Astoria,POINT (-73.91333299999999 40.756312),40.756312,-73.913333,R267
N316R267,46 ST,G18,N316,MR,QN70,Astoria,POINT (-73.91333299999999 40.756312),40.756312,-73.913333,R267
N317R267,46 ST,G18,N317,MR,QN70,Astoria,POINT (-73.91333299999999 40.756312),40.756312,-73.913333,R267
N318R298,NORTHERN BLVD,G16,N318,MR,QN63,Woodside,POINT (-73.906006 40.752885),40.752885,-73.906006,R298
N319R298,NORTHERN BLVD,G16,N319,MR,QN63,Woodside,POINT (-73.906006 40.752885),40.752885,-73.906006,R298
N322R340,65 ST,G15,N322,MR,QN63,Woodside,POINT (-73.898453 40.749669),40.749669,-73.898453,R340
N323R018,JKSN HT-ROOSVLT,G14,N323,EFMR7,QN29,Elmhurst,POINT (-73.891338 40.746644),40.746644,-73.891338,R018
N324R018,JKSN HT-ROOSVLT,G14,N324,EFMR7,QN29,Elmhurst,POINT (-73.891338 40.746644),40.746644,-73.891338,R018
N325AR218,ELMHURST AV,G13,N325A,MR,QN29,Elmhurst,POINT (-73.882017 40.742454),40.742453999999995,-73.882017,R218
N327R254,GRAND-NEWTOWN,G12,N327,MR,QN29,Elmhurst,POINT (-73.877223 40.737015),40.737015,-73.877223,R254
N329AR201,WOODHAVEN BLVD,G11,N329A,MR,QN29,Elmhurst,POINT (-73.869229 40.733106),40.733106,-73.869229,R201
N329R201,WOODHAVEN BLVD,G11,N329,MR,QN29,Elmhurst,POINT (-73.869229 40.733106),40.733106,-73.869229,R201
N330CR202,63 DR-REGO PARK,G10,N330C,MR,QN18,Rego Park,POINT (-73.861604 40.729846),40.729846,-73.861604,R202
N330R202,63 DR-REGO PARK,G10,N330,MR,QN18,Rego Park,POINT (-73.861604 40.729846),40.729846,-73.861604,R202
N331R219,67 AV,G09,N331,MR,QN17,Forest Hills,POINT (-73.85271899999999 40.726523),40.726523,-73.852719,R219
N332R219,67 AV,G09,N332,MR,QN17,Forest Hills,POINT (-73.85271899999999 40.726523),40.726523,-73.852719,R219
N333AR141,FOREST HILLS 71,G08,N333A,EFMR,QN17,Forest Hills,POINT (-73.844521 40.721691),40.721691,-73.844521,R141
N333BR141,FOREST HILLS 71,G08,N333B,EFMR,QN17,Forest Hills,POINT (-73.844521 40.721691),40.721691,-73.844521,R141
N333R141,FOREST HILLS 71,G08,N333,EFMR,QN17,Forest Hills,POINT (-73.844521 40.721691),40.721691,-73.844521,R141
N334BR341,75 AV,F07,N334B,EF,QN17,Forest Hills,POINT (-73.837324 40.718331),40.718331,-73.837324,R341
N335R158,KEW GARDENS,F06,N335,EF,QN99,park-cemetery-etc-Queens,POINT (-73.831008 40.714441),40.714441,-73.831008,R158
N336R158,KEW GARDENS,F06,N336,EF,QN99,park-cemetery-etc-Queens,POINT (-73.831008 40.714441),40.714441,-73.831008,R158
N337R255,BRIARWOOD,F05,N337,EF,QN60,Kew Gardens,POINT (-73.82057399999999 40.709179),40.709179,-73.820574,R255
N338BR128,SUTPHIN BLVD,F04,N338B,F,QN61,Jamaica,POINT (-73.81070799999999 40.70546),40.705459999999995,-73.81070799999999,R128
N338R128,SUTPHIN BLVD,F04,N338,F,QN61,Jamaica,POINT (-73.81070799999999 40.70546),40.705459999999995,-73.81070799999999,R128
N339AR114,PARSONS BLVD,F03,N339A,F,QN35,Briarwood-Jamaica Hills,POINT (-73.803326 40.707564),40.707564,-73.803326,R114
N339R114,PARSONS BLVD,F03,N339,F,QN35,Briarwood-Jamaica Hills,POINT (-73.803326 40.707564),40.707564,-73.803326,R114
N340AR115,169 ST,F02,N340A,F,QN61,Jamaica,POINT (-73.793604 40.71047),40.71047,-73.793604,R115
N340R115,169 ST,F02,N340,F,QN61,Jamaica,POINT (-73.793604 40.71047),40.71047,-73.793604,R115
N342R019,JAMAICA 179 ST,F01,N342,F,QN61,Jamaica,POINT (-73.783817 40.712646),40.712646,-73.783817,R019
N343R019,JAMAICA 179 ST,F01,N343,F,QN61,Jamaica,POINT (-73.783817 40.712646),40.712646,-73.783817,R019
N401R360,21 ST,G24,N401,G,QN31,Hunters Point-Sunnyside-West Maspeth,POINT (-73.949724 40.744065),40.744065,-73.949724,R360
N405R239,GREENPOINT AV,G26,N405,G,BK76,Greenpoint,POINT (-73.954449 40.731352),40.731352,-73.954449,R239
N408AR256,NASSAU AV,G28,N408A,G,BK76,Greenpoint,POINT (-73.951277 40.724635),40.724635,-73.951277,R256
N409R268,METROPOLITAN AV,G29,N409,GL,BK73,North Side-South Side,POINT (-73.951418 40.712792),40.712792,-73.951418,R268
N412R299,BROADWAY,G30,N412,G,BK90,East Williamsburg,POINT (-73.95030799999999 40.706092),40.706092,-73.95030799999999,R299
N414AR316,FLUSHING AV,G31,N414A,G,BK75,Bedford,POINT (-73.95023399999999 40.700377),40.700377,-73.950234,R316
N414R316,FLUSHING AV,G31,N414,G,BK75,Bedford,POINT (-73.95023399999999 40.700377),40.700377,-73.950234,R316
N415R286,MYRTLE-WILLOUGH,G32,N415,G,BK75,Bedford,POINT (-73.949046 40.694568),40.694568,-73.949046,R286
N416R286,MYRTLE-WILLOUGH,G32,N416,G,BK75,Bedford,POINT (-73.949046 40.694568),40.694568,-73.949046,R286
N417R269,BEDFORD-NOSTRAN,G33,N417,G,BK75,Bedford,POINT (-73.95352199999999 40.689627),40.689627,-73.95352199999999,R269
N418R269,BEDFORD-NOSTRAN,G33,N418,G,BK75,Bedford,POINT (-73.95352199999999 40.689627),40.689627,-73.95352199999999,R269
N419R287,CLASSON AV,G34,N419,G,BK69,Clinton Hill,POINT (-73.96007 40.688873),40.688873,-73.96007,R287
N420BR317,CLINTON-WASH AV,G35,N420B,G,BK69,Clinton Hill,POINT (-73.96683900000001 40.688089),40.688089,-73.96683900000001,R317
N422R318,FULTON ST,G36,N422,G,BK68,Fort Greene,POINT (-73.975375 40.687119),40.687119,-73.975375,R318
N500R020,47-50 STS ROCK,D15,N500,BDFM,MN17,Midtown-Midtown South,POINT (-73.981329 40.758663),40.758663,-73.981329,R020
N501AR020,47-50 STS ROCK,D15,N501A,BDFM,MN17,Midtown-Midtown South,POINT (-73.981329 40.758663),40.758663,-73.981329,R020
N501R020,47-50 STS ROCK,D15,N501,BDFM,MN17,Midtown-Midtown South,POINT (-73.981329 40.758663),40.758663,-73.981329,R020
N502R021,42 ST-BRYANT PK,D16,N502,BDFM7,MN17,Midtown-Midtown South,POINT (-73.98456899999999 40.754222),40.754222,-73.984569,R021
N503R021,42 ST-BRYANT PK,D16,N503,BDFM7,MN17,Midtown-Midtown South,POINT (-73.98456899999999 40.754222),40.754222,-73.984569,R021
N504R021,42 ST-BRYANT PK,D16,N504,BDFM7,MN17,Midtown-Midtown South,POINT (-73.98456899999999 40.754222),40.754222,-73.984569,R021
N505R022,34 ST-HERALD SQ,D17,N505,BDFMNQRW,MN17,Midtown-Midtown South,POINT (-73.98782299999999 40.749719),40.749719,-73.98782299999999,R022
N506R022,34 ST-HERALD SQ,D17,N506,BDFMNQRW,MN17,Midtown-Midtown South,POINT (-73.98782299999999 40.749719),40.749719,-73.98782299999999,R022
N507R023,34 ST-HERALD SQ,D17,N507,BDFMNQRW,MN17,Midtown-Midtown South,POINT (-73.98782299999999 40.749719),40.749719,-73.98782299999999,R023
N508R453,23 ST,D18,N508,FM,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99282099999999 40.742878),40.742878000000005,-73.99282099999999,R453
N509R203,23 ST,D18,N509,FM,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99282099999999 40.742878),40.742878000000005,-73.99282099999999,R203
N510R163,14 ST,D19,N510,FLM123,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99620899999999 40.738228),40.738228,-73.996209,R163
N511R163,14 ST,D19,N511,FLM123,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99620899999999 40.738228),40.738228,-73.996209,R163
N512R163,14 ST,D19,N512,FLM123,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99620899999999 40.738228),40.738228,-73.996209,R163
N513R163,14 ST,D19,N513,FLM123,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,POINT (-73.99620899999999 40.738228),40.738228,-73.996209,R163
N519AR461,B'WAY-LAFAYETTE,D21,N519A,BDFQ6,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.99620400000001 40.725297),40.725297,-73.996204,R461
N519R461,B'WAY-LAFAYETTE,D21,N519,BDFQ6,MN24,SoHo-TriBeCa-Civic Center-Little Italy,POINT (-73.99620400000001 40.725297),40.725297,-73.996204,R461
N520R240,GRAND ST,D22,N520,BD,MN27,Chinatown,POINT (-73.993753 40.718267),40.718267,-73.993753,R240
N521R300,2 AV,F14,N521,F,MN22,East Village,POINT (-73.989938 40.723402),40.723402,-73.989938,R300
N523R300,2 AV,F14,N523,F,MN22,East Village,POINT (-73.989938 40.723402),40.723402,-73.989938,R300
N525R142,DELANCEY/ESSEX,F15,N525,FJMZ,MN27,Chinatown,POINT (-73.988114 40.718611),40.718610999999996,-73.988114,R142
N526R142,DELANCEY/ESSEX,F15,N526,FJMZ,MN27,Chinatown,POINT (-73.988114 40.718611),40.718610999999996,-73.988114,R142
N528R257,EAST BROADWAY,F16,N528,F,MN28,Lower East Side,POINT (-73.990173 40.713715),40.713715,-73.990173,R257
N529R257,EAST BROADWAY,F16,N529,F,MN28,Lower East Side,POINT (-73.990173 40.713715),40.713715,-73.990173,R257
