WEEK,STATION,REMOTE,TOTAL
2020-02-08,AQUEDUCT RACE TRACK           ,R464,8366.0
2020-02-08,RI TRAMWAY (MANHATTAN)        ,R468,18533.0
2020-02-08,RI TRAMWAY (ROOSEVELT)        ,R469,16775.0
2020-02-08,AIRTRAIN @ HOWARD BEACH       ,R535,31362.0
2020-02-08,AIRTRAIN JAMAICA CENTER 1     ,R536,118833.0
2020-02-08,PA-PATH WORLD TRADE CNTR      ,R540,115769.0
2020-02-08,PA-PATH THIRTY THIRD ST       ,R541,75343.0
2020-02-08,PA-PATH TWENTY THIRD ST       ,R542,21852.0
2020-02-08,PA-PATH EXCHANGE PLACE        ,R543,33345.0
2020-02-08,PA-PATH HARRISON              ,R544,16885.0
2020-02-08,PA-PATH 14TH STREET           ,R545,24733.0
2020-02-08,PA-PATH PAVONIA/NEWPORT       ,R546,31224.0
2020-02-08,PA-PATH 9TH STREET            ,R547,14183.0
2020-02-08,PA-PATH CHRISTOPHER ST        ,R548,14461.0
2020-02-08,PA-PATH NEWARK                ,R549,65639.0
2020-02-08,PA-PATH HOBOKEN               ,R550,67151.0
2020-02-08,PA-PATH GROVE ST              ,R551,42689.0
2020-02-08,PA-PATH JOURNAL SQUARE        ,R552,52706.0
2020-02-08,SBS-M15 @ LIVINGSTON PLAZA    ,R555,264.0
2020-02-08,SBS-BX12 @ LIVINGSTON PLAZA   ,R556,3190.0
2020-02-08,SBS-M34 @ LIVINGSTON PLAZA    ,R557,86.0
2020-02-08,SBS-BX41 @ LIVINGSTON PLAZA   ,R558,809.0
2020-02-08,SBS-B44 @ LIVINGSTON PLAZA    ,R559,378.0
2020-02-08,SBS-M60 @ LIVINGSTON PLAZA    ,R560,304.0
2020-02-08,SBS-M86 @ LIVINGSTON PLAZA    ,R561,237.0
2020-02-08,MTABC - EASTCHESTER 2         ,R562,339.0
2020-02-08,SBS-B46 @ LIVINGSTON PLAZA    ,R563,612.0
2020-02-08,SBS-Q44 @ LIVINGSTON PLAZA    ,R564,720.0
2020-02-08,SBS-M23 @ LIVINGSTON PLAZA    ,R567,111.0
2020-02-08,SBS-M79 @ LIVINGSTON PLAZA    ,R568,64.0
2020-02-08,SBS-BX6 @ LIVINGSTON PLAZA    ,R569,463.0
2020-02-08,72ND STREET - 2 AVENUE        ,R570,184516.0
2020-02-08,86TH STREET - 2 AVENUE        ,R571,154802.0
2020-02-08,96TH STREET - 2 AVENUE        ,R572,110480.0
2020-02-08,SBS-Q52/53 @ LIVINGSTON PLAZA ,R573,596.0
2020-02-08,SBS-B82 @ LIVINGSTON PLAZA    ,R574,185.0
2020-02-08,SBS-M14 @ LIVINGSTON PLAZA    ,R575,562.0
2020-02-01,WHITEHALL STREET              ,R001,138670.0
2020-02-01,CYPRESS HILLS                 ,R003,8538.0
2020-02-01,75TH STREET & ELDERTS LANE    ,R004,21770.0
2020-02-01,85TH STREET & FOREST PKWAY    ,R005,22199.0
2020-02-01,WOODHAVEN BOULEVARD           ,R006,26204.0
2020-02-01,104TH STREET                  ,R007,14855.0
2020-02-01,111TH STREET                  ,R008,12335.0
2020-02-01,121ST STREET                  ,R009,11573.0
2020-02-01,42ND STREET & 8TH AVENUE      ,R010,185463.0
2020-02-01,42ND STREET & 8TH AVENUE      ,R011,379831.0
2020-02-01,34TH STREET & 8TH AVENUE      ,R012,325203.0
2020-02-01,34TH STREET & 8TH AVENUE      ,R013,109434.0
2020-02-01,FULTON STREET                 ,R014,325893.0
2020-02-01,FIFTH AVENUE                  ,R015,132680.0
2020-02-01,LEXINGTON AVENUE              ,R016,40944.0
2020-02-01,LEXINGTON AVENUE              ,R017,175633.0
2020-02-01,ROOSEVELT AVE/JACKSON HTS     ,R018,281572.0
2020-02-01,179TH STREET & HILLSIDE AVE   ,R019,87291.0
2020-02-01,47-50 STREETS/ROCKEFELLER     ,R020,330351.0
2020-02-01,42ND STREET & 6TH AVENUE      ,R021,230115.0
2020-02-01,34TH STREET & 6TH AVENUE      ,R022,377687.0
2020-02-01,34TH STREET & 6TH AVENUE      ,R023,292726.0
2020-02-01,SUTPHIN BOULEVARD             ,R024,117925.0
2020-02-01,JAMAICA CENTER-PARSONS BLVD   ,R025,144501.0
2020-02-01,WALL STREET                   ,R027,133646.0
2020-02-01,FULTON & WILLIAM STREETS      ,R028,155550.0
2020-02-01,PARK PLACE                    ,R029,257612.0
2020-02-01,CHAMBERS STREET               ,R030,117435.0
2020-02-01,34TH STREET & 7TH AVENUE      ,R031,174266.0
2020-02-01,42ND STREET/TIMES SQUARE      ,R032,223841.0
2020-02-01,42ND STREET/TIMES SQUARE      ,R033,292549.0
2020-02-01,125TH STREET & BROADWAY       ,R034,44458.0
2020-02-01,168TH STREET & BROADWAY       ,R035,137038.0
2020-02-01,DYCKMAN STREET                ,R036,40241.0
2020-02-01,207TH STREET                  ,R037,30965.0
2020-02-01,215TH STREET                  ,R038,9909.0
2020-02-01,225TH STREET                  ,R039,28471.0
2020-02-01,231ST STREET                  ,R040,49076.0
2020-02-01,BOWLING GREEN & BATTERY PL    ,R041,106791.0
2020-02-01,BOWLING GREEN & BROADWAY      ,R042,16906.0
2020-02-01,WALL STREET                   ,R043,100762.0
2020-02-01,BROOKLYN BRIDGE               ,R044,152525.0
2020-02-01,42ND STREET & GRAND CENTRAL   ,R045,96918.0
2020-02-01,42ND STREET & GRAND CENTRAL   ,R046,367396.0
2020-02-01,42ND STREET & GRAND CENTRAL   ,R047,236653.0
2020-02-01,42ND STREET & 3RD AVENUE      ,R048,73276.0
2020-02-01,51ST STREET & LEXINGTON AVE   ,R049,111787.0
2020-02-01,59TH STREET & LEXINGTON AVE   ,R050,106136.0
2020-02-01,59TH STREET & LEXINGTON AVE   ,R051,162038.0
2020-02-01,WOODLAWN ROAD                 ,R052,26624.0
2020-02-01,149TH STREET & 3RD AVENUE     ,R053,113855.0
2020-02-01,FIFTH AVENUE & 42ND STREET    ,R054,72786.0
2020-02-01,MAIN STREET                   ,R055,201471.0
2020-02-01,NEVINS STREET                 ,R056,53970.0
2020-02-01,BARCLAYS CENTER               ,R057,248987.0
2020-02-01,BERGEN STREET                 ,R058,24849.0
2020-02-01,GRAND ARMY PLAZA              ,R059,44977.0
2020-02-01,EASTERN PARKWAY               ,R060,27138.0
2020-02-01,NOSTRAND AVENUE               ,R061,23866.0
2020-02-01,UTICA AVENUE                  ,R062,130349.0
2020-02-01,SUTTER AVENUE                 ,R063,36675.0
2020-02-01,SARATOGA AVENUE               ,R064,28342.0
2020-02-01,ROCKAWAY AVENUE               ,R065,25991.0
2020-02-01,JUNIUS STREET                 ,R066,11282.0
2020-02-01,PENNSYLVANIA AVENUE           ,R067,23684.0
2020-02-01,VAN SICLEN AVENUE             ,R068,14358.0
2020-02-01,NEW LOTS AVENUE               ,R069,27044.0
2020-02-01,ST GEORGE TERMINAL            ,R070,45943.0
2020-02-01,34TH STREET - HUDSON YARDS    ,R072,115474.0
2020-02-01,FIFTH AVENUE & 60TH STREET    ,R079,83873.0
2020-02-01,57TH STREET & 7TH AVENUE      ,R080,209817.0
2020-02-01,49TH STREET & 7TH AVENUE      ,R081,121036.0
2020-02-01,28TH STREET & BROADWAY        ,R082,68161.0
2020-02-01,23RD STREET & 5TH AVENUE      ,R083,119179.0
2020-02-01,59TH STREET/COLUMBUS CIRCLE   ,R084,408291.0
2020-02-01,8TH STREET & BROADWAY         ,R085,92501.0
2020-02-01,PRINCE STREET & BROADWAY      ,R086,59818.0
2020-02-01,CITY HALL                     ,R087,32854.0
2020-02-01,CORTLANDT STREET              ,R088,104343.0
2020-02-01,JAY ST-METROTECH              ,R089,21205.0
2020-02-01,39TH AVENUE & 31ST STREET     ,R090,17111.0
2020-02-01,36TH AVENUE & 31ST STREET     ,R091,40303.0
2020-02-01,BROADWAY & 31ST STREET        ,R092,70936.0
2020-02-01,30TH AVENUE & 31ST STREET     ,R093,84289.0
2020-02-01,ASTORIA BLVD & 31ST STREET    ,R094,46708.0
2020-02-01,DITMARS BLVD & 31ST STREET    ,R095,97131.0
2020-02-01,82ND STREET-JACKSON HEIGHTS   ,R096,91124.0
2020-02-01,JUNCTION BLVD-ROOSEVELT AVE   ,R097,125578.0
2020-02-01,CHURCH AVENUE                 ,R098,89506.0
2020-02-01,DEKALB AVENUE                 ,R099,126943.0
2020-02-01,METROPOLITAN AVENUE           ,R100,17643.0
2020-02-01,145TH STREET                  ,R101,139424.0
2020-02-01,125TH STREET                  ,R102,160566.0
2020-02-01,BROADWAY-EAST NEW YORK        ,R103,39526.0
2020-02-01,167TH ST-GRAND CONCOURSE      ,R104,52891.0
2020-02-01,14TH STREET & 7TH AVENUE      ,R105,133873.0
2020-02-01,CASTLE HILL AVENUE            ,R106,35205.0
2020-02-01,WESTCHESTER SQUARE            ,R107,29508.0
2020-02-01,BOROUGH HALL - COURT STREET   ,R108,183324.0
2020-02-01,CHURCH AVENUE & NOSTRAND AV   ,R109,51388.0
2020-02-01,FLATBUSH AVE & NOSTRAND AV    ,R110,97462.0
2020-02-01,23RD STREET & 8TH AVENUE      ,R111,127908.0
2020-02-01,FORDHAM RD/GRAND CONCOURSE    ,R112,64185.0
2020-02-01,SEVENTH AVENUE & WEST 53RD    ,R113,97574.0
2020-02-01,PARSONS BLVD & HILLSIDE AV    ,R114,35071.0
2020-02-01,169TH STREET & HILLSIDE AVE   ,R115,44482.0
2020-02-01,50TH STREET & 7TH AVENUE      ,R116,142036.0
2020-02-01,242ND STREET & BROADWAY       ,R117,31403.0
2020-02-01,CANAL STREET                  ,R118,60902.0
2020-02-01,FORDHAM ROAD & JEROME AVE     ,R119,52628.0
2020-02-01,MORRISON AVE & WESTCHESTER    ,R120,34691.0
2020-02-01,QUEENSBORO PLAZA              ,R121,86831.0
2020-02-01,90TH STREET/ELMHURST AVENUE   ,R122,100324.0
2020-02-01,FRANKLIN AVE/EASTERN PKWY     ,R123,85826.0
2020-02-01,KINGSTON AVE/EASTERN PKWY     ,R124,28910.0
2020-02-01,BROAD STREET & WALL STREET    ,R125,40749.0
2020-02-01,175TH STREET/FT WASHINGTON    ,R126,76646.0
2020-02-01,JAY ST-METROTECH              ,R127,208017.0
2020-02-01,SUTPHIN BLVD-HILLSIDE AVE     ,R128,24366.0
2020-02-01,BERGEN STREET-SMITH STREET    ,R129,69351.0
2020-02-01,KINGS HIGHWAY-MCDONALD AVE    ,R130,21284.0
2020-02-01,23RD STREET-PARK AVE SOUTH    ,R131,169684.0
2020-02-01,125TH STREET-LEXINGTON AVE    ,R132,137905.0
2020-02-01,MOSHOLU PARKWAY-JEROME AVE    ,R133,44341.0
2020-02-01,HUNTERS PT AVE-49TH AVE       ,R134,36658.0
2020-02-01,NEWKIRK AVE-NOSTRAND AVE      ,R135,39917.0
2020-02-01,SHEEPSHEAD BAY ROAD           ,R136,71514.0
2020-02-01,MYRTLE AVE-GATES AVENUE       ,R137,105755.0
2020-02-01,WEST 4TH ST-WASHINGTON SQ     ,R138,251933.0
2020-02-01,CANAL STREET-LISPENARD ST     ,R139,112788.0
2020-02-01,QUEENS PLAZA-JACKSON AVE      ,R140,78720.0
2020-02-01,71ST AVE-CONTINENTAL AVE      ,R141,133872.0
2020-02-01,ESSEX ST-DELANCEY ST          ,R142,168063.0
2020-02-01,28TH STREET-PARK AVE SOUTH    ,R143,115221.0
2020-02-01,96TH STREET-LEXINGTON AVE     ,R144,97149.0
2020-02-01,241ST ST-WHITE PLAINS RD      ,R145,24928.0
2020-02-01,HUNTS PT AVE-SOUTHERN BLVD    ,R146,55740.0
2020-02-01,61ST STREET-ROOSEVELT AVE     ,R147,97984.0
2020-02-01,PARKSIDE AVE-OCEAN AVE        ,R148,36122.0
2020-02-01,NEWKIRK PLAZA                 ,R149,59414.0
2020-02-01,AVENUE U-EAST 16TH STREET     ,R150,38967.0
2020-02-01,STILLWELL AVE-CONEY ISLAND    ,R151,52186.0
2020-02-01,ROCKAWAY PKWY-GLENWOOD RD     ,R152,56445.0
2020-02-01,UTICA AVE-STUYVESANT AVE      ,R153,85873.0
2020-02-01,TREMONT AVE-179TH ST          ,R154,50893.0
2020-02-01,KINGSBRIDGE RD-196TH ST       ,R155,44932.0
2020-02-01,BEDFORD PARK BLVD-203RD ST    ,R156,37932.0
2020-02-01,205TH ST-BAINBRIDGE AVE       ,R157,47123.0
2020-02-01,UNION TURNPIKE-KEW GARDENS    ,R158,106180.0
2020-02-01,116TH STREET-COLUMBIA         ,R159,91297.0
2020-02-01,ASTOR PLACE-4 AVENUE          ,R160,99648.0
2020-02-01,KINGSBRIDGE RD-JEROME AVE     ,R161,51207.0
2020-02-01,ELDER AVE-WESTCHESTER AVE     ,R162,38646.0
2020-02-01,14TH STREET-6TH AVENUE        ,R163,133742.0
2020-02-01,66TH STREET-BROADWAY          ,R164,134641.0
2020-02-01,TOMPKINSVILLE                 ,R165,2684.0
2020-02-01,79TH STREET-BROADWAY          ,R166,85344.0
2020-02-01,86TH STREET-BROADWAY          ,R167,104036.0
2020-02-01,96TH STREET-BROADWAY          ,R168,206659.0
2020-02-01,137TH STREET-BROADWAY         ,R169,79068.0
2020-02-01,14TH STREET-UNION SQUARE      ,R170,557644.0
2020-02-01,7TH AVENUE-PARK PLACE         ,R171,59880.0
2020-02-01,BRIGHTON BEACH-CONEY ISLAND   ,R172,61024.0
2020-02-01,207TH STREET-BROADWAY         ,R173,51699.0
2020-02-01,181ST STREET-FT WASH AVE      ,R174,63238.0
2020-02-01,8TH AVENUE-14TH STREET        ,R175,244286.0
2020-02-01,33RD STREET-PARK AVENUE       ,R176,156088.0
2020-02-01,68TH STREET-HUNTER COLLEGE    ,R177,138670.0
2020-02-01,77TH STREET-LEXINGTON AVE     ,R178,139119.0
2020-02-01,86TH STREET-LEXINGTON AVE     ,R179,232811.0
2020-02-01,103RD STREET-LEXINGTON AVE    ,R180,75525.0
2020-02-01,110TH STREET-LEXINGTON AVE    ,R181,61076.0
2020-02-01,116TH STREET-LEXINGTON AVE    ,R182,80174.0
2020-02-01,BEDFORD PARK BLVD-JEROME AV   ,R183,29384.0
2020-02-01,CORTELYOU RD-EAST 16TH ST     ,R184,38440.0
2020-02-01,DYCKMAN STREET-BROADWAY       ,R185,40996.0
2020-02-01,86TH ST-CENTRAL PARK WEST     ,R186,59776.0
2020-02-01,81ST STREET-MUSEUM            ,R187,61190.0
2020-02-01,50TH STREET-8TH AVENUE        ,R188,113081.0
2020-02-01,CHRISTOPHER ST-SHERIDAN SQ    ,R189,59850.0
2020-02-01,23RD STREET-7TH AVENUE        ,R190,81943.0
2020-02-01,103RD STREET-BROADWAY         ,R191,72439.0
2020-02-01,110TH STREET-BROADWAY         ,R192,70487.0
2020-02-01,157TH STREET-BROADWAY         ,R193,59020.0
2020-02-01,BLEECKER ST-LAFAYETTE ST      ,R194,89130.0
2020-02-01,161ST STREET-YANKEE STADIUM   ,R195,116065.0
2020-02-01,PROSPECT PARK-EMPIRE BLVD     ,R196,57807.0
2020-02-01,36TH STREET-4TH AVENUE        ,R197,78430.0
2020-02-01,NOSTRAND AVE-FULTON ST        ,R198,98003.0
2020-02-01,KINGSTON AVE-THROOP AVE       ,R199,39768.0
2020-02-01,EUCLID AVE-PITKIN AVE         ,R200,55160.0
2020-02-01,WOODHAVEN BLVD-QUEENS BLVD    ,R201,99856.0
2020-02-01,63RD DRIVE-REGO PARK          ,R202,85895.0
2020-02-01,23RD STREET-6TH AVENUE        ,R203,95340.0
2020-02-01,CHURCH AVE-MCDONALD AVE       ,R204,54308.0
2020-02-01,149TH ST-GRAND CONCOURSE      ,R205,74724.0
2020-02-01,125TH STREET-LENOX AVENUE     ,R206,80269.0
2020-02-01,135TH STREET-LENOX AVENUE     ,R207,80624.0
2020-02-01,103RD ST-ROOSEVELT AVE        ,R208,118852.0
2020-02-01,STERLING ST-NOSTRAND AVE      ,R209,33300.0
2020-02-01,BEVERLY RD-NOSTRAND AVE       ,R210,24906.0
2020-02-01,KINGS HIGHWAY-EAST 16TH ST    ,R211,99520.0
2020-02-01,59TH STREET-4TH AVENUE        ,R212,64445.0
2020-02-01,BAY RIDGE AVE-4TH AVENUE      ,R213,45882.0
2020-02-01,77TH STREET-4TH AVENUE        ,R214,32170.0
2020-02-01,86TH STREET-4TH AVENUE        ,R215,55053.0
2020-02-01,BAY RIDGE - 95TH STREET       ,R216,32901.0
2020-02-01,HOYT ST-SCHERMERHORN ST       ,R217,66568.0
2020-02-01,ELMHURST AVE-BROADWAY         ,R218,72482.0
2020-02-01,67TH AVENUE-QUEENS BLVD       ,R219,52217.0
2020-02-01,CARROLL ST-PRESIDENT ST       ,R220,72435.0
2020-02-01,167TH STREET-RIVER AVENUE     ,R221,47837.0
2020-02-01,177TH STREET-PARKCHESTER      ,R222,81996.0
2020-02-01,46TH ST-BLISS ST              ,R223,76065.0
2020-02-01,CLARK STREET-HENRY STREET     ,R224,33238.0
2020-02-01,HOYT STREET-HOYT STREET       ,R225,25812.0
2020-02-01,GUN HILL ROAD-SEYMOUR         ,R226,12351.0
2020-02-01,RECTOR STREET-CHURCH STREET   ,R227,34685.0
2020-02-01,AVENUE J-EAST 16TH STREET     ,R228,32231.0
2020-02-01,AVENUE M-EAST 16TH STREET     ,R229,32942.0
2020-02-01,NECK ROAD-EAST 16TH STREET    ,R230,26458.0
2020-02-01,UNION STREET-4TH AVENUE       ,R231,45327.0
2020-02-01,45TH STREET-4TH AVENUE        ,R232,45480.0
2020-02-01,53RD STREET-4TH AVENUE        ,R233,54109.0
2020-02-01,50TH STREET-NEW UTRECHT AVE   ,R234,18457.0
2020-02-01,BEDFORD AVE-NORTH 7TH ST      ,R235,147268.0
2020-02-01,DEKALB AVE-WYCKOFF AVE        ,R236,63015.0
2020-02-01,182ND STREET-183RD STREET     ,R237,29486.0
2020-02-01,STEINWAY ST-BROADWAY          ,R238,80782.0
2020-02-01,GREENPOINT AVE                ,R239,61032.0
2020-02-01,GRAND ST-CHRISTIE ST          ,R240,137940.0
2020-02-01,15TH ST-PROSPECT PARK WEST    ,R241,38207.0
2020-02-01,18TH AVE-MCDONALD AVE         ,R242,21722.0
2020-02-01,170TH STREET-JEROME AVENUE    ,R243,44332.0
2020-02-01,BURNSIDE AVE-JEROME AVE       ,R244,54061.0
2020-02-01,ST LAWRENCE AVE-WEST AVE      ,R245,24974.0
2020-02-01,PROSPECT AVENUE-4TH AVENUE    ,R246,35510.0
2020-02-01,55TH ST-NEW UTRECHT AVE       ,R247,11519.0
2020-02-01,1ST AVENUE-14TH STREET        ,R248,97976.0
2020-02-01,GRAHAM AVE-METROPOLITAN AVE   ,R249,53748.0
2020-02-01,GRAND ST-BUSHWICK AVE         ,R250,34827.0
2020-02-01,96TH ST-CENTRAL PARK WEST     ,R251,51263.0
2020-02-01,HIGH ST-CADMAN PLAZA WEST     ,R252,57167.0
2020-02-01,174TH-175TH ST-GRAND CONCOU   ,R253,29073.0
2020-02-01,GRAND AVE-QUEENS BOULEVARD    ,R254,97381.0
2020-02-01,VAN WYCK BLVD-MAIN STREET     ,R255,29262.0
2020-02-01,NASSAU AVE-MANHATTAN AVE      ,R256,61093.0
2020-02-01,EAST BROADWAY-MADISON ST      ,R257,79951.0
2020-02-01,4TH AVENUE-9TH STREET         ,R258,75748.0
2020-02-01,ROOSEVELT ISLAND              ,R259,42366.0
2020-02-01,181ST STREET-ST NICHOLAS AV   ,R260,74854.0
2020-02-01,40TH STREET-LOWERY STREET     ,R261,60002.0
2020-02-01,BEVERLEY ROAD -EAST 15TH ST   ,R262,20644.0
2020-02-01,AVENUE H-EAST 16TH STREET     ,R263,21490.0
2020-02-01,OCEAN PKWAY-BRIGHTON BCH AV   ,R264,17758.0
2020-02-01,MONTROSE AVENUE               ,R265,39582.0
2020-02-01,HALSEY STREET-WYCKOFF AVE     ,R266,43142.0
2020-02-01,46TH STREET-BROADWAY          ,R267,49065.0
2020-02-01,METROPOLITAN AVE-LORIMER ST   ,R268,85364.0
2020-02-01,BEDFORD AVENUE-NOSTRAND AVE   ,R269,51792.0
2020-02-01,SMITH STREET-9TH STREET       ,R270,24718.0
2020-02-01,AVENUE X-MCDONALD AVENUE      ,R271,14056.0
2020-02-01,28TH STREET-7TH AVENUE        ,R272,83409.0
2020-02-01,145TH STREET-BROADWAY         ,R273,51959.0
2020-02-01,191ST STREET-ST NICHOLAS AV   ,R274,9641.0
2020-02-01,183RD STREET-JEROME AVENUE    ,R275,32843.0
2020-02-01,JACKSON AVENUE-VERNON BLVD    ,R276,89134.0
2020-02-01,PRESIDENT ST-NOSTRAND AVE     ,R277,23088.0
2020-02-01,25TH STREET-4TH AVENUE        ,R278,17731.0
2020-02-01,JEFFERSON STREET-WYCKOFF AV   ,R279,42831.0
2020-02-01,190TH STREET-OVERLOOK TERR    ,R280,30796.0
2020-02-01,72ND STREET-CENTRAL PK WEST   ,R281,45541.0
2020-02-01,SPRING STREET-6TH AVENUE      ,R282,82338.0
2020-02-01,LAFAYETTE AVENUE-FULTON ST    ,R283,31141.0
2020-02-01,CLINTON AVENUE-FULTON ST      ,R284,44207.0
2020-02-01,MOTT AVENUE-BEACH 22ND ST     ,R285,22685.0
2020-02-01,MYRTLE AVENUE-MARCY AVENUE    ,R286,35750.0
2020-02-01,CLASSON AVENUE-LAFAYETTE AV   ,R287,34239.0
2020-02-01,7TH AVENUE-9TH STREET         ,R288,73593.0
2020-02-01,FT HAMILTON PKY-GREENWOOD     ,R289,35461.0
2020-02-01,HOUSTON STREET-VARICK ST      ,R290,82469.0
2020-02-01,33RD STREET-QUEENS BLVD       ,R291,55300.0
2020-02-01,BAYCHESTER AVE-TILLOTSON      ,R292,21223.0
2020-02-01,34TH STREET - PENN STATION    ,R293,265885.0
2020-02-01,MORGAN AVENUE-HARRISON PL     ,R294,41837.0
2020-02-01,WILSON AVENUE-MOFFAT STREET   ,R295,26365.0
2020-02-01,163RD ST & AMSTERDAM AVE      ,R296,27290.0
2020-02-01,FRANKLIN AVENUE-FULTON ST     ,R297,37500.0
2020-02-01,NORTHERN BLVD-BROADWAY        ,R298,34534.0
2020-02-01,BROADWAY - UNION AVENUE       ,R299,27467.0
2020-02-01,2ND AVENUE-HOUSTON STREET     ,R300,102782.0
2020-02-01,YORK STREET-JAY STREET        ,R301,71021.0
2020-02-01,57TH STREET-6TH AVENUE        ,R302,90721.0
2020-02-01,21ST STREET-QUEENSBRIDGE      ,R303,56152.0
2020-02-01,RECTOR STREET-GREENWICH ST    ,R304,42201.0
2020-02-01,WTC-CORTLANDT ST              ,R305,68616.0
2020-02-01,238TH STREET-BROADWAY         ,R306,23891.0
2020-02-01,138TH ST-GRAND CONCOURSE      ,R307,11367.0
2020-02-01,MT EDEN AVENUE-JEROME AVE     ,R308,27637.0
2020-02-01,176TH STREET-JEROME AVENUE    ,R309,31466.0
2020-02-01,111TH STREET-ROOSEVELT AVE    ,R310,95454.0
2020-02-01,BOWERY STREET-DELANCEY ST     ,R311,23135.0
2020-02-01,WEST 6TH STREET-SURF AVENUE   ,R312,12837.0
2020-02-01,BUSHWICK AVENUE-ABERDEEN ST   ,R313,11912.0
2020-02-01,103RD ST-CENTRAL PARK WEST    ,R314,26833.0
2020-02-01,155TH STREET-8TH AVENUE       ,R315,20383.0
2020-02-01,FLUSHING AVENUE-MARCY AVE     ,R316,13781.0
2020-02-01,LAFAYETTE AV-WASHINGTON AV    ,R317,33721.0
2020-02-01,FULTON STREET-LAFAYETTE AV    ,R318,38925.0
2020-02-01,63RD STREET-LEXINGTON AVE     ,R319,120059.0
2020-02-01,CANAL STREET-VARICK STREET    ,R320,34749.0
2020-02-01,18TH STREET-7TH AVENUE        ,R321,47374.0
2020-02-01,SPRING STREET-LAFAYETTE ST    ,R322,59683.0
2020-02-01,111TH STREET-LENOX AVENUE     ,R323,47223.0
2020-02-01,116TH STREET-LENOX AVENUE     ,R324,60078.0
2020-02-01,WHITLOCK AVE-WESTCHESTER AV   ,R325,10536.0
2020-02-01,ZEREGA AVE-WESTCHESTER AVE    ,R326,15296.0
2020-02-01,52ND STREET-ROOSEVELT AVE     ,R327,37112.0
2020-02-01,WILLETS PT BLVD-ROOSEVELT     ,R328,9591.0
2020-02-01,MORRIS PARK-PAULDING AVENUE   ,R329,13360.0
2020-02-01,3RD AVENUE-14TH STREET        ,R330,33908.0
2020-02-01,155TH STREET-ST NICHOLAS AV   ,R331,16347.0
2020-02-01,135TH STREET-ST NICHOLAS AV   ,R332,33423.0
2020-02-01,116TH STREET-8TH AVENUE       ,R333,42606.0
2020-02-01,110TH STREET-8TH AVENUE       ,R334,43567.0
2020-02-01,GASTON AVENUE-BEACH 67TH ST   ,R335,12517.0
2020-02-01,STRAITON AVE-BEACH 60TH ST    ,R336,11337.0
2020-02-01,FRANK AVENUE-BEACH 44TH ST    ,R337,3811.0
2020-02-01,EDGEMERE-BEACH 36TH STREET    ,R338,5328.0
2020-02-01,36TH STREET-NORTHERN BLVD     ,R339,24087.0
2020-02-01,65TH STREET-BROADWAY          ,R340,19930.0
2020-02-01,75TH AVENUE-QUEENS BLVD       ,R341,20559.0
2020-02-01,VAN WYCK BLVD-METROPOLITAN    ,R342,24504.0
2020-02-01,FRANKLIN STREET-WEST BWAY     ,R343,31454.0
2020-02-01,145TH STREET-LENOX AVENUE     ,R344,19528.0
2020-02-01,148TH STREET-LENOX AVENUE     ,R345,21782.0
2020-02-01,COURT SQ                      ,R346,30446.0
2020-02-01,69TH STREET-ROOSEVELT AVE     ,R347,29012.0
2020-02-01,ATLANTIC AV-VAN SINDEREN AV   ,R348,8175.0
2020-02-01,SUTTER AVE-VAN SINDEREN AVE   ,R349,18609.0
2020-02-01,LIVONIA AVE-VAN SINDEREN AV   ,R350,15380.0
2020-02-01,HEWES STREET-BROADWAY         ,R352,21076.0
2020-02-01,LORIMER STREET-BROADWAY       ,R353,31534.0
2020-02-01,104TH STREET-LIBERTY AVENUE   ,R354,10322.0
2020-02-01,109TH STREET-LIBERTY AVENUE   ,R355,12989.0
2020-02-01,LEFFERTS BLVD-LIBERTY AVE     ,R356,36292.0
2020-02-01,NORTH CONDUIT AVE-COHANCEY    ,R357,4774.0
2020-02-01,BEACH 25TH STREET-WAVECREST   ,R358,10030.0
2020-02-01,COURT SQ-23 ST                ,R359,92341.0
2020-02-01,21ST STREET-JACKSON AVENUE    ,R360,10107.0
2020-02-01,PELHAM PKWY-WHITE PLAINS RD   ,R361,46143.0
2020-02-01,ALLERTON AV-WHITE PLAINS RD   ,R362,28876.0
2020-02-01,BURKE AVE-WHITE PLAINS ROAD   ,R363,19177.0
2020-02-01,GUNHILL RD-WHITE PLAINS RD    ,R364,38892.0
2020-02-01,219TH ST-WHITE PLAINS ROAD    ,R365,17929.0
2020-02-01,225TH ST-WHITE PLAINS ROAD    ,R366,21641.0
2020-02-01,233RD ST-WHITE PLAINS ROAD    ,R367,25642.0
2020-02-01,9TH AVENUE-39TH STREET        ,R368,33375.0
2020-02-01,FORT HAMILTON PKWY-45TH ST    ,R369,23754.0
2020-02-01,71ST STREET-NEW UTRECHT AVE   ,R370,31744.0
2020-02-01,79TH STREET-17TH AVENUE       ,R371,37692.0
2020-02-01,18TH AVENUE-86TH STREET       ,R372,35156.0
2020-02-01,20TH AVENUE-86TH STREET       ,R373,30757.0
2020-02-01,BAY PARKWAY-86TH STREET       ,R374,41589.0
2020-02-01,NEW LOTS AV-VAN SINDEREN AV   ,R375,21161.0
2020-02-01,EAST 105TH ST-FARRAGUT ROAD   ,R376,18017.0
2020-02-01,FLUSHING AVE-BROADWAY         ,R377,50519.0
2020-02-01,MYRTLE AVENUE-BROADWAY        ,R378,73307.0
2020-02-01,KOSCIUSZKO STREET-BROADWAY    ,R379,33226.0
2020-02-01,GATES AVENUE-BROADWAY         ,R380,43029.0
